concentration_id	concentration_batch_id	concentration_comment	concentration_location_in_batch	sample_id
J01-0177.c3962	CP291		A01	
D01-0052.c6770	CP121		B05	
M03-0143.c5058	CP248		A04	
G01-0199.c5988	CP179		B05	
P01-0045.c2664	CP114		B02	
N02-0155.c5665	CP249		B04	
E01-0249.c3458	CP371		C02	
A1088.c414	CP0.8			
H01-0264.c6475	CP185		B04	
A03-0119.c4837	CP46		A04	
M04-0184.c1278	CP358		B06	
B01-0006.c1644	CP16		B03	
A02-0478.c3298	CP132		D06	
C01-0329.c850	CP317		D05	
R02-0155.c4341	CP289		B04	
A02-0101.c1799	CP11		B05	
A02-1155.c781	CP373		D01	
A02-0311.c4692	CP79		D04	
A01-0391.c4503	CP268		A02	
A02-0495.c4024	CP138		D03	
G01-0120.c691	CP131		A05	
G01-0107.c1886	CP125		B05	
L01-0327.c4111	CP341		D01	
A04-0038.c2136	CP101		B05	
J01-0225.c1883	CP341		C04	
Q01-0048.c5187	CP174		A06	
P01-0067.c5972	CP147		D04	
R01-0104.c4018	CP208		C05	
A02-0504.c6589	CP226		A01	
H01-0084.c7587	CP48		A03	
C01-0066.c3769	CP56		A04	
A02-0587.c5797	CP235		A02	
G01-0039.c7332	CP56		D04	
H01-0463.c169	CP327		A02	
E02-0080.c5465	CP82		A05	
A01-0383.c6608	CP259		C03	
H01-0365.c2594	CP261		D05	
A02-0342.c1681	CP76		C03	
R01-0027.c2464	CP114		C02	
A04-0335.c6408	CP361		B04	
A02-0716.c768	CP263		B03	
A01-0260.c6360	CP152		D01	
M04-0193.c5862	CP358		C01	
G01-0224.c5412	CP266		D03	
A0030.c7305	CS4			
O01-0295.c6630	CP369		C02	
B01-0200.c2746	CP184		A02	
A02-0579.c1213	CP237		A06	
E02-0199.c4848	CP238		B03	
A01-0138.c7093	CP55		A02	
A04-0173.c2822	CP247		C01	
C01-0292.c1999	CP273		B06	
G01-0261.c3334	CP227		A06	
J01-0023.c5191	CP118		D06	
G01-0174.c5067	CP159		C02	
T01-0025.c554	CP233		C05	
D01-0145.c5230	CP206		C06	
M04-0074.c3185	CP145		B02	
B01-0174.c5555	CP115		D02	
A04-0204.c1577	CP276		B05	
A02-0467.c330	CP127		C01	
C01-0074.c4252	CP58		C02	
A1004.c2322	CS14			
L01-0271.c4076	CP285		D05	
A01-0177.c2437	CP78		B04	
A02-0577.c2226	CP232		A02	
A01-0284.c4571	CP156		C01	
L01-0039.c6933	CP88		A03	
K01-0102.c2743	CP203		B05	
A01-0480.c6019	CP337		A01	
A01-0504.c3871	CP357		A05	
E01-0067.c3597	CP85		D05	
A01-0402.c3667	CP277		C03	
N02-0193.c6430	CP286		C06	
G01-0087.c1701	CP71		B06	
O01-0011.c134	CP113		B05	
K01-0071.c1724	CP130		C05	
P01-0001.c291	CP88		B02	
A1025.c5897	CS17			
N02-0196.c3358	CP306		B05	
Q01-0208.c3467	CP308		D01	
A02-0984.c7096	CP330		A03	
Q01-0076.c1244	CP193		B06	
A02-0115.c1216	CP16		A03	
F01-0021.c4864	CP18		A02	
E01-0185.c3102	CP256		A01	
A03-0358.c5803	CP144		B06	
B01-0103.c2060	CP112		D01	
A02-0036.c1697	CP4		A02	
J01-0182.c4515	CP292		C01	
A01-0270.c1117	CP166		A01	
A01-0031.c5781	CP9		A03	
J01-0122.c4451	CP225		B05	
C01-0028.c1918	CP31		B05	
A02-1116.c4755	CP361		B01	
N03-0173.c1924	CP213		A05	
A04-0105.c6235	CP178		C02	
Q01-0045.c4620	CP174		A03	
A03-0355.c7462	CP153		A02	
H01-0171.c895	CP111		A03	
A01-0396.c1534	CP273		A05	
K01-0157.c7509	CP265		B03	
R02-0205.c1718	CP310		C01	
A01-0332.c4073	CP214		D01	
G01-0200.c2223	CP165		D02	
A02-0158.c6936	CP21		C04	
G01-0314.c2364	CP355		B01	
C01-0171.c6827	CP144		C06	
D01-0202.c3915	CP309		B04	
M03-0013.c1268	CP88		C03	
A04-0030.c1657	CP95		D01	
A04-0013.c889	CP77		D05	
R02-0089.c2909	CP235		B05	
E02-0068.c5675	CP90		A04	
J01-0060.c2637	CP163		B05	
P01-0053.c1429	CP131		B05	
A04-0051.c7415	CP116		D02	
E02-0074.c309	CP90		A01	
H01-0113.c4130	CP73		A04	
R02-0265.c4287	CP365		B02	
M03-0043.c3008	CP151		D01	
H01-0117.c6760	CP73		B02	
A02-0516.c526	CP152		D05	
H01-0278.c3377	CP189		C02	
T01-0024.c2991	CP233		C04	
L01-0355.c6595	CP353		A03	
E02-0166.c1558	CP199		D02	
A02-0951.c5612	CP324		C02	
A1095.c1312	CP0.9			
R02-0214.c3972	CP310		C03	
C01-0287.c4186	CP269		A05	
Q01-0281.c2890	CP351		A01	
H01-0147.c5152	CP95		A05	
G01-0173.c563	CP159		C01	
A01-0156.c7662	CP65		A03	
E01-0220.c5335	CP326		D02	
C01-0059.c2348	CP52		B05	
A03-0274.c145	CP101		D05	
A02-0354.c6120	CP83		C06	
S01-0038.c1830	CP120		D01	
A02-0581.c5475	CP232		A05	
J01-0030.c3988	CP123		D06	
B01-0288.c6949	CP302		A01	
D01-0106.c2739	CP189		C05	
C01-0279.c3219	CP248		D01	
N02-0120.c449	CP179		A04	
B01-0084.c7471	CP82		A06	
J01-0131.c6703	CP236		C03	
J01-0097.c4420	CP196		D05	
B01-0191.c5806	CP176		A06	
E01-0235.c2474	CP346		B02	
P01-0014.c3011	CP77		C04	
K01-0022.c2845	CP50		C05	
Q01-0164.c464	CP276		D06	
A1092.c6494	CP0.9			
R02-0157.c1497	CP280		A06	
A04-0238.c961	CP311		B01	
A01-0420.c5962	CP292		A05	
E01-0091.c1381	CP120		C01	
R02-0168.c1305	CP287		D02	
A02-0233.c6465	CP40		D03	
Q01-0155.c7155	CP271		D03	
H01-0267.c248	CP185		B06	
A04-0211.c2674	CP278		D03	
G01-0204.c3779	CP271		D06	
H01-0189.c4183	CP126		A06	
S01-0036.c3639	CP120		D03	
S01-0027.c417	CP147		C01	
O01-0041.c2379	CP82		D01	
E02-0135.c4690	CP155		A05	
O01-0129.c6388	CP207		B02	
E01-0128.c2453	CP175		A06	
R01-0057.c4993	CP173		C03	
A02-0546.c2656	CP144		B02	
H01-0034.c2777	CP35		B02	
B01-0283.c793	CP301		D06	
A02-1051.c162	CP342		C06	
A03-0151.c2293	CP52		D06	
L01-0184.c1633	CP213		B02	
H01-0487.c683	CP339		C04	
Q01-0306.c5970	CP372		C01	
A01-0326.c3138	CP208		D04	
A0020.c5315	CS3			
Q01-0150.c5121	CP261		B03	
C01-0266.c1123	CP247		B02	
A03-0124.c943	CP83		D06	
H01-0502.c7330	CP350		B06	
A02-1138.c3748	CP368		D01	
B01-0076.c3443	CP70		A01	
M03-0146.c475	CP246		D04	
O01-0270.c2144	CP343		A04	
L01-0216.c4996	CP213		B06	
G01-0143.c6261	CP99		B02	
O01-0091.c2456	CP173		B01	
J01-0052.c5104	CP152		C01	
J01-0146.c4490	CP251		C06	
A02-0644.c3737	CP245		A02	
E02-0152.c7386	CP180		C03	
C01-0075.c7670	CP58		C03	
D01-0222.c2296	CP287		A06	
E02-0181.c7141	CP216		D05	
Q01-0162.c2653	CP276		D04	
N03-0027.c3194	CP93		A01	
T01-0093.c4221	CP327		B06	
O01-0176.c6772	CP302		B04	
B01-0344.c630	CP357		D01	
R02-0202.c13	CP343		D01	
N03-0179.c2088	CP230		C03	
A04-0106.c4879	CP180		D03	
C01-0102.c2217	CP58		C05	
T01-0015.c514	CP217		A06	
A02-0741.c7383	CP273		A01	
M03-0123.c6706	CP196		C01	
E02-0232.c1636	CP314		D06	
J01-0173.c7235	CP286		B03	
A03-0242.c4204	CP81		C01	
O01-0150.c5039	CP225		D04	
K01-0180.c6997	CP321		C06	
G02-0011.c541	CP29		A01	
A03-0267.c1126	CP117		B04	
N03-0270.c2851	CP346		A05	
K01-0030.c3960	CP70		C04	
C01-0252.c6816	CP229		D04	
A01-0339.c3764	CP219		D02	
M04-0044.c5046	CP114		A01	
A04-0092.c5541	CP164		D01	
G01-0068.c6303	CP33		A03	
H01-0032.c577	CP35		A04	
D01-0021.c7550	CP76		A02	
L01-0077.c5014	CP123		C03	
J01-0111.c3643	CP212		C01	
A01-0457.c6542	CP315		B04	
E02-0009.c7275	CP39		B04	
A02-0055.c810	CP7		B04	
C01-0246.c609	CP224		D02	
L01-0238.c2072	CP248		B01	
O01-0223.c2015	CP312		C06	
A02-0281.c3032	CP58		A04	
J01-0042.c709	CP140		A04	
L01-0211.c89	CP225		B06	
D01-0019.c6788	CP79		D01	
A04-0035.c3439	CP10		C05	
R01-0191.c5631	CP333		C02	
Q01-0227.c1280	CP323		D04	
A02-0379.c391	CP90		D02	
N03-0072.c3646	CP123		B04	
B01-0101.c2669	CP101		C05	
E02-0140.c1649	CP166		D06	
A02-0353.c3614	CP79		D05	
N03-0257.c5870	CP352		B04	
N03-0214.c6813	CP280		C03	
Q01-0141.c4029	CP255		C04	
A02-0952.c2518	CP324		C03	
A03-0016.c6306	CP21		B02	
E02-0130.c6525	CP149		B01	
L01-0209.c6372	CP231		B01	
E01-0198.c220	CP275		B06	
R02-0235.c2469	CP347		A02	
A04-0069.c2950	CP136		C03	
C01-0398.c5361	CP371		C06	
K01-0091.c6897	CP162		A04	
M03-0178.c4445	CP316		D06	
B01-0130.c4917	CP149		B02	
D01-0024.c2758	CP105		B06	
A03-0298.c4741	CP116		B03	
A02-0578.c6584	CP232		A03	
G01-0103.c2524	CP125		C01	
A01-0384.c3154	CP263		C04	
E01-0072.c936	CP89		D01	
A02-0283.c3841	CP60		C01	
H01-0265.c5043	CP185		B05	
A02-0919.c2599	CP304		C04	
D01-0277.c2767	CP359		B06	
J01-0036.c5288	CP134		C05	
G01-0011.c2369	CP53		A02	
H01-0133.c1401	CP86		B02	
E02-0222.c4422	CP282		C02	
A0237.c26	CS13			
A02-0367.c4355	CP84		D05	
M03-0088.c6315	CP168		B04	
A01-0450.c1832	CP311		A03	
C01-0249.c5150	CP224		D05	
N03-0119.c6122	CP176		D04	
J01-0179.c7026	CP291		A03	
R01-0013.c1794	CP154		B06	
L01-0267.c416	CP285		D02	
E02-0153.c205	CP180		C04	
A02-0140.c1327	CP20		A03	
A01-0429.c2003	CP296		C03	
C01-0180.c7521	CP153		C02	
B01-0337.c1249	CP315		A04	
A04-0098.c5525	CP178		B02	
A02-0154.c4856	CP0.1		B02	
G01-0229.c442	CP1		B04	
F01-0006.c5960	CP20		A01	
A01-0240.c6881	CP136		B01	
E01-0243.c3527	CP354		C03	
A02-0161.c4132	CP23		A03	
H01-0073.c6014	CP62		D03	
N03-0284.c6805	CP365		A02	
D01-0118.c6271	CP283		C02	
D01-0059.c598	CP89		A03	
G01-0198.c1539	CP174		B06	
S01-0050.c882	CP107		C06	
B01-0392.c1929	CP357		D02	
C01-0052.c5610	CP48		D03	
D01-0204.c6028	CP327		D02	
G01-0181.c3970	CP170		B02	
M04-0032.c408	CP124		D05	
G01-0246.c7504	CP193		A03	
H01-0244.c7023	CP169		C01	
O01-0024.c4853	CP107		D06	
R02-0112.c2892	CP208		C02	
A02-0518.c2617	CP228		A01	
H01-0125.c2006	CP76		A06	
E02-0090.c6762	CP73		A01	
B01-0242.c4869	CP199		C06	
O01-0145.c2501	CP212		D04	
A04-0142.c3343	CP219		D03	
H01-0478.c302	CP350		B03	
K01-0191.c1418	CP314		B02	
L01-0208.c1424	CP231		A04	
G01-0114.c1041	CP131		A03	
A01-0314.c3147	CP197		A04	
M03-0074.c720	CP135		A02	
A04-0249.c283	CP320		D03	
S01-0061.c43	CP124		B05	
M03-0109.c1236	CP218		A03	
L01-0350.c4622	CP338		B03	
K01-0193.c1546	CP312		C04	
E02-0105.c7460	CP121		B06	
Q01-0260.c5431	CP336		D04	
N02-0205.c576	CP331		A01	
E01-0013.c3100	CP43		B06	
O01-0157.c2353	CP265		C01	
R01-0123.c7311	CP203		D01	
A02-0917.c1729	CP304		C02	
G01-0076.c2904	CP63		B02	
D01-0039.c2062	CP126		A01	
O01-0152.c6432	CP236		A04	
Q01-0051.c7265	CP179		C05	
A0221.c684	CS11			
K01-0216.c2356	CP341		C01	
A01-0467.c2585	CP326		A06	
R01-0196.c937	CP333		C05	
A04-0096.c7308	CP172		A05	
A01-0141.c6944	CP55		B01	
B01-0267.c348	CP269		B04	
E01-0122.c2820	CP165		B02	
L01-0102.c5371	CP139		A05	
O01-0227.c1233	CP269		C02	
G01-0182.c3228	CP188		C05	
L01-0159.c3774	CP172		B05	
H01-0481.c2921	CP345		A02	
C01-0210.c3214	CP176		A05	
E01-0121.c5410	CP165		B01	
H01-0426.c5935	CP30		A05	
A01-0272.c2734	CP167		D06	
H01-0057.c6632	CP55		C05	
A01-0421.c2679	CP292		A06	
R02-0018.c4645	CP176		B05	
E02-0156.c5735	CP188		D03	
T01-0021.c5860	CP222		C06	
R01-0101.c988	CP247		C02	
O01-0071.c4250	CP151		A06	
J01-0165.c6362	CP274		D03	
A02-0825.c1543	CP266		A06	
O01-0301.c3339	CP360		A04	
A02-0928.c5232	CP301		B03	
M04-0190.c2197	CP364		B04	
E02-0102.c6145	CP115		C01	
A02-1106.c2479	CP360		C04	
A0214.c6957	CS11			
B01-0246.c6981	CP214		B01	
A1013.c879	CS16			
A04-0202.c3726	CP273		D03	
A01-0471.c6215	CP326		A02	
L01-0328.c954	CP334		A03	
C01-0399.c2182	CP371		D01	
A04-0155.c7048	CP269		A02	
A02-0776.c4340	CP282		B02	
A02-0449.c2576	CP119		B06	
L01-0064.c4047	CP109		A05	
L01-0206.c3243	CP231		A02	
J01-0244.c209	CP364		B01	
H01-0135.c6913	CP86		B04	
G01-0148.c1459	CP89		C01	
A04-0170.c6189	CP260		B05	
B01-0331.c2852	CP344		C01	
A0101.c3930	CS1			
A01-0318.c998	CP20		A03	
L01-0001.c4535	CP79		B06	
H01-0305.c6771	CP210		C03	
D01-0214.c174	CP309		C01	
L01-0009.c4245	CP74		D03	
A02-0997.c3314	CP334		B02	
A1019.c731	CS17			
A01-0222.c6262	CP119		A02	
A04-0177.c1627	CP239		D05	
A04-0337.c3580	CP363		C05	
O01-0153.c1137	CP253		A02	
J01-0066.c3328	CP167		C01	
H01-0354.c5145	CP250		B01	
A02-0250.c142	CP44		D01	
H01-0304.c4307	CP210		C04	
A01-0489.c1938	CP342		A05	
B01-0179.c116	CP190		B04	
J01-0162.c7142	CP274		D05	
E01-0051.c4222	CP63		A02	
A04-0002.c1084	CP68		B02	
A04-0085.c6410	CP156		D01	
S01-0014.c6610	CP160		A05	
N03-0246.c5122	CP328		D06	
A03-0366.c293	CP150		D02	
D01-0020.c3246	CP72		A02	
E01-0204.c2178	CP279		A03	
A02-0549.c6916	CP213		D04	
C01-0118.c4110	CP73		B05	
N03-0083.c12	CP151		B03	
A04-0239.c6868	CP311		B02	
M03-0072.c2417	CP135		A01	
A02-1031.c2573	CP340		B01	
K01-0203.c1754	CP348		B04	
A03-0072.c620	CP35		A05	
L01-0079.c6039	CP129		C06	
A01-0153.c2105	CP60		B03	
A01-0043.c1480	CP17		A04	
D01-0017.c4290	CP59		A05	
B01-0205.c892	CP232		D05	
A02-0153 b.c7220	CS24			
T01-0092.c3825	CP327		C01	
O01-0143.c4560	CP227		D02	
E01-0200.c3842	CP275		C02	
L01-0245.c4725	CP252		B03	
J01-0074.c4742	CP173		A02	
B01-0170.c4304	CP166		C03	
A01-0221.c1810	CP117		B01	
A02-1052.c6968	CP344		A03	
R02-0110.c976	CP186		D03	
Q01-0052.c926	CP179		C06	
M03-0020.c4979	CP88		C05	
N02-0190.c2719	CP293		A04	
C01-0342.c4789	CP333		A02	
N03-0210.c6371	CP284		D01	
A02-0530.c3860	CP143		D01	
A02-0664.c2256	CP251		A01	
A02-0167.c7635	CP24		C03	
D01-0210.c1514	CP327		D04	
E02-0186.c2157	CP221		D06	
M04-0171.c108	CP319		D01	
P01-0063.c4896	CP139		C02	
E02-0109.c1738	CP126		B06	
N02-0239.c5362	CP337		C03	
J01-0234.c7064	CP353		B05	
B01-0326.c2887	CP324		B04	
N03-0074.c1528	CP135		B05	
H01-0325.c1466	CP229		B01	
G01-0288.c7435	CP305		C02	
H01-0346.c588	CP244		B01	
O01-0171.c2071	CP247		A02	
A0027.c1443	CS4			
A04-0241.c561	CP311		B04	
Q01-0262.c6046	CP344		C05	
O01-0050.c3031	CP94		B02	
C01-0016.c230	CP22		D05	
H01-0108.c5632	CP67		B01	
E01-0244.c6150	CP354		C04	
L01-0147.c5210	CP158		B04	
K01-0201.c1174	CP355		B02	
R01-0063.c1954	CP186		B01	
L01-0233.c5542	CP252		A06	
A01-0008.c2253	CP0.3		B02	
G01-0137.c2502	CP94		C02	
L01-0236.c5	CP248		A05	
B01-0040.c4000	CP51		A02	
A02-1078.c4650	CP349		C02	
A02-0780.c1463	CP277		C02	
A03-0019.c3239	CP17		D02	
E02-0242.c6541	CP327		B02	
A02-0853.c368	CP296		B05	
G01-0296.c6844	CP30		B03	
A02-0462.c4395	CP125		A02	
H01-0219.c963	CP149		C03	
P01-0038.c3935	CP110		B05	
N02-0137.c2279	CP222		B02	
G01-0022.c4893	CP38		D02	
A02-0565.c801	CP228		B01	
B01-0378.c4404	CP332		B04	
B01-0012.c5303	CP21		A01	
A03-0148.c479	CP49		C05	
D01-0311.c2891	CP359		C03	
A02-0591.c6761	CP232		B06	
B01-0110.c117	CP101		C04	
D01-0095.c3628	CP150		D03	
M03-0037.c6878	CP146		A06	
A02-0857.c3129	CP294		A05	
A0043.c1461	CS7			
C01-0132.c1025	CP106		C02	
Q01-0072.c2990	CP193		B02	
N02-0158.c4131	CP234		B03	
B01-0007.c6882	CP21		A02	
L01-0067.c2566	CP102		D05	
O01-0015.c6272	CP124		C05	
L01-0287.c3536	CP306		D01	
M03-0023.c1333	CP92		C01	
A1087.c2236	CP0.8			
Q01-0179.c2809	CP288		B06	
E01-0229.c1747	CP336		A03	
H01-0480.c7283	CP345		A01	
H01-0010.c6104	CP25		B02	
T01-0053.c1380	CP271		B05	
O01-0009.c6288	CP119		B03	
M03-0196.c381	CP317		B03	
A02-0472.c3010	CP131		C06	
J01-0137.c5028	CP248		D04	
A02-0662.c88	CP248		B01	
B01-0332.c5306	CP315		A03	
M03-0001.c7522	CP92		D04	
B01-0209.c6195	CP256		D03	
O01-0043.c2493	CP93		D06	
A03-0112.c2559	CP53		B01	
H01-0315.c1402	CP1		B01	
J01-0195.c7470	CP306		C04	
J01-0055.c4421	CP152		C04	
N02-0127.c7037	CP211		A04	
E01-0130.c4054	CP179		C01	
A01-0078.c370	CP32		A03	
E02-0056.c3533	CP105		C06	
N03-0218.c4969	CP292		D03	
N03-0119.c6121	CP182		D02	
R02-0204.c2168	CP335		A04	
K01-0215.c1831	CP321		D03	
L01-0035.c1336	CP84		D02	
L01-0367.c7286	CP364		D02	
Q01-0088.c6905	CP124		B03	
A02-0390.c2696	CP94		D04	
A02-0012.c6361	CP0.2		B04	
A02-0553.c2798	CP226		B05	
K01-0043.c6857	CP92		C04	
M03-0065.c4570	CP157		D06	
M03-0156.c5190	CP296		D06	
A02-0429.c927	CP112		A01	
T01-0006.c5231	CP205		D02	
R01-0206.c705	CP316		D01	
C01-0032.c7074	CP33		D05	
G01-0019.c2563	CP43		C01	
G01-0110.c605	CP137		B03	
P01-0008.c6982	CP80		A02	
J01-0226.c2317	CP341		C05	
A04-0309.c3396	CP334		C04	
R01-0132.c4953	CP251		D02	
A04-0011.c42	CP77		D03	
E02-0145.c3428	CP169		D02	
A02-0477.c7545	CP133		A01	
N02-0245.c4389	CP372		D05	
M04-0062.c6203	CP163		D04	
B01-0022.c5372	CP24		D03	
A03-0351.c977	CP150		B01	
N02-0177.c2922	CP267		B01	
H01-0493.c1349	CP336		A05	
O01-0055.c1148	CP160		C01	
A01-0055.c2116	CP20		B04	
K01-0124.c6631	CP203		C02	
A01-0286.c4604	CP178		A01	
J01-0167.c3549	CP281		A02	
H01-0083.c1947	CP48		A01	
M04-0173.c730	CP312		A05	
A02-0413.c783	CP101		A03	
G01-0166.c2693	CP165		C04	
R01-0129.c7375	CP247		C03	
A02-0667.c4621	CP251		A04	
M03-0141.c5432	CP241		C01	
B01-0113.c4094	CP105		A02	
L01-0023.c2061	CP66		B03	
B01-0260.c7184	CP256		C01	
C01-0316.c4817	CP296		C05	
N03-0012.c7312	CP102		C02	
H01-0308.c6431	CP210		D02	
A02-0643.c5780	CP245		A01	
O01-0079.c4450	CP160		C05	
N03-0262.c6206	CP359		C06	
L01-0360.c693	CP353		A06	
A02-0386.c1700	CP92		B05	
O01-0032.c2269	CP87		D04	
N02-0208.c1042	CP326		C03	
H01-0027.c1227	CP32		C03	
D01-0203.c3393	CP309		B05	
A02-0237.c5388	CP43		A01	
Q01-0050.c2945	CP179		C04	
L01-0226.c4956	CP248		C05	
H01-0504.c5584	CP350		C02	
R01-0091.c3414	CP223		D04	
A02-1113.c1164	CP363		A04	
A02-1017.c4038	CP337		B01	
A02-0198.c2113	CP31		C03	
N03-0117.c4795	CP182		D01	
C01-0211.c7590	CP181		C04	
R01-0014.c3870	CP135		C01	
G01-0042.c7125	CP63		B01	
A03-0347.c7058	CP148		C04	
A02-0466.c6462	CP127		A06	
N02-0088.c5488	CP166		D01	
H01-0087.c1302	CP51		C03	
E02-0246.c4350	CP331		C01	
D01-0232.c7034	CP343		B03	
A03-0083.c3279	CP42		B03	
A01-0067.c3253	CP28		A01	
G01-0168.c955	CP159		B05	
L01-0031.c7612	CP79		B01	
O01-0102.c7152	CP195		C04	
H01-0238.c2031	CP166		B01	
K01-0121.c3719	CP203		C01	
C01-0130.c2842	CP101		D02	
A0224.c6350	CS11			
A03-0039.c6140	CP26		A01	
M03-0132.c5520	CP236		C05	
D01-0196.c5763	CP254		D04	
G01-0136.c4057	CP89		C04	
C01-0020.c1473	CP25		D06	
N03-0104.c5688	CP167		A02	
G01-0069.c1449	CP34		D01	
A02-1146.c6310	CP371		B04	
G01-0318.c296	CP373		C01	
L01-0317.c4171	CP318		D03	
R02-0080.c7109	CP230		A03	
A02-0852.c7665	CP286		D04	
A03-0139.c175	CP48		D01	
M03-0130.c5965	CP236		C04	
G01-0162.c462	CP154		A02	
A02-0999.c16	CP334		B04	
R01-0053.c6107	CP167		B01	
J01-0126.c6671	CP233		C02	
G01-0118.c3071	CP125		B04	
R01-0010.c5472	CP154		B05	
A01-0113.c5332	CP44		B03	
A01-0125.c3617	CP57		A01	
N02-0071.c6592	CP124		B02	
A02-0385.c2239	CP95		D02	
N03-0206.c1359	CP280		B05	
N03-0014.c5615	CP114		C06	
A04-0200.c113	CP256		B03	
G01-0104.c7187	CP131		A01	
E02-0022.c6069	CP51		B01	
A01-0190.c3256	CP90		D04	
A01-0173.c1744	CP76		C06	
G01-0215.c5766	CP279		B02	
N03-0156.c3975	CP242		A04	
Q01-0068.c4689	CP188		C02	
M04-0113.c4407	CP248		B05	
A03-0199.c7412	CP78		D06	
N03-0300.c6929	CP369		C03	
H01-0114.c1476	CP73		A05	
E01-0090.c5672	CP115		A03	
Q01-0223.c1968	CP323		C06	
J01-0054.c6800	CP152		C03	
Q01-0186.c3157	CP295		A03	
K01-0206.c3912	CP348		B05	
A02-0196.c91	CP31		A03	
A02-0675.c6053	CP254		A04	
C01-0396.c7465	CP371		C04	
C01-0325.c6232	CP301		D02	
A01-0418.c5587	CP292		A03	
A02-0455.c1167	CP120		A04	
Q01-0287.c1218	CP357		A02	
J01-0056.c6710	CP160		D03	
O01-0149.c4752	CP229		D02	
A04-0008.c1363	CP72		B05	
N02-0116.c1676	CP227		C04	
A02-0263.c132	CP48		B04	
O01-0274.c3417	CP337		D02	
A02-0503.c3105	CP217		D05	
A02-0163.c4512	CP23		B01	
A02-0618.c3573	CP237		B04	
L01-0239.c5730	CP248		B02	
L01-0175.c6079	CP180		B03	
G01-0144.c3178	CP104		D03	
C01-0187.c966	CP164		C02	
A02-0709.c3182	CP259		B06	
A03-0290.c7211	CP110		A01	
A02-0846.c278	CP296		B01	
E01-0025.c5271	CP60		A03	
A1081.c956	CP0.8			
C01-0222.c697	CP190		A05	
L01-0140.c2246	CP158		B01	
T01-0082.c1224	CP309		A03	
A02-1054.c4814	CP344		A05	
L01-0069.c1768	CP103		D06	
B01-0213.c787	CP221		A01	
N02-0066.c4097	CP118		A03	
A01-0038.c1009	CP13		D03	
G01-0299.c2726	CP30		B04	
A04-0218.c5552	CP292		B03	
B01-0347.c5865	CP302		A03	
N03-0204.c1433	CP292		C04	
S01-0018.c4607	CP160		B03	
H01-0271.c4255	CP185		C05	
R02-0145.c1366	CP265		A02	
O01-0230.c3269	CP269		B05	
J01-0128.c4640	CP236		B06	
L01-0255.c1091	CP285		C02	
B01-0063.c1673	CP36		D03	
B01-0290.c5759	CP287		A05	
M04-0145.c521	CP302		B02	
A03-0230.c923	CP71		A05	
S01-0012.c4489	CP160		A03	
O01-0213.c1944	CP280		A01	
Q01-0054.c2580	CP179		D02	
O01-0086.c4828	CP173		A04	
R02-0213.c1871	CP303		B01	
B01-0036.c2825	CP56		B05	
E02-0078.c2314	CP82		A03	
H01-0260.c7208	CP185		A06	
I01-0047.c7260	CP43		D03	
B01-0244.c7077	CP199		D01	
C01-0082.c2328	CP83		A05	
B01-0128.c3576	CP143		A01	
A02-0128.c552	CP17		C03	
A02-1118.c6551	CP363		B01	
H01-0448.c6056	CP311		C06	
K01-0016.c660	CP56		C03	
N02-0198.c1299	CP290		B01	
M03-0089.c1436	CP172		A01	
M03-0199.c5415	CP328		B03	
M04-0125.c2723	CP225		A06	
J01-0091.c6854	CP191		D04	
E02-0088.c5908	CP72		D04	
A02-0469.c3113	CP133		B03	
O01-0251.c5096	CP323		A05	
O01-0135.c5711	CP207		B04	
L01-0154.c5776	CP191		A06	
B01-0004.c1596	CP17		C01	
T01-0099.c4161	CP345		C02	
E01-0024.c6661	CP60		A02	
G01-0281.c678	CP289		B01	
A02-0248.c5975	CP45		D01	
H01-0370.c6731	CP262		A04	
L01-0256.c2393	CP285		C03	
L01-0111.c4321	CP146		D02	
T01-0077.c1757	CP305		B04	
R01-0033.c4695	CP154		C02	
C01-0158.c3809	CP128		B05	
J01-0169.c740	CP281		A04	
H01-0357.c3693	CP250		B03	
C01-0248.c2414	CP224		D04	
J01-0118.c4586	CP225		B01	
O01-0098.c5406	CP167		D02	
M03-0215.c5591	CP369		C06	
Q01-0266.c3886	CP344		D03	
N02-0073.c5773	CP116		C04	
A02-0330.c5093	CP73		C04	
A0212.c2588	CS11			
G01-0004.c1134	CP24		B03	
H01-0406.c260	CP290		A02	
G01-0002.c3317	CP23		A01	
H01-0067.c2396	CP62		D01	
A03-0356.c3965	CP153		A03	
H01-0514.c3559	CP361		D05	
C01-0193.c1087	CP195		B05	
L01-0142.c1593	CP158		B02	
R01-0068.c5662	CP223		D02	
P01-0028.c1158	CP103		C04	
M04-0048.c7230	CP124		D01	
J01-0004.c6488	CP57		C06	
A02-1128.c6472	CP363		C04	
O01-0072.c2895	CP160		C02	
Q01-0288.c5708	CP357		A03	
B01-0156.c5911	CP161		B01	
A02-1042.c2549	CP342		B04	
L01-0086.c7675	CP129		D02	
R02-0130.c4044	CP259		D04	
O01-0104.c4939	CP203		D02	
A02-0938.c328	CP299		B05	
D01-0322.c5403	CP369		B04	
P01-0062.c2428	CP174		C06	
H01-0025.c4081	CP32		B06	
A02-0185.c1202	CP28		B02	
A02-0845.c3696	CP296		A06	
C01-0245.c3116	CP217		C03	
A02-0863.c3883	CP284		B02	
H01-0055.c3798	CP55		C03	
N03-0255.c3061	CP345		D06	
A01-0231.c4583	CP127		B01	
D01-0307.c6847	CP369		A06	
A03-0004.c786	CP13		A01	
