sample_id	sbatch_id	location	county	sample_collection_start_datetime	sample_collection_end_datetime	lineage_group	variant	variant_aliases	variant_proportion
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	HV.1	HV.1.2	HV.1.2	0.00127714
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	EG.5	EG.5.1.7	EG.5.1.7	0.00243457
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	FU.5	FU.5	FU.5	0.00163666
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	B.1.1	B.1.1.227	B.1.1.227	0.00116686
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	EG.11	EG.11	EG.11	0.00101608
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	BA.5	XCG	XCG,BA.5.2*,XBB.1	0.00158983
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	BA.2	BA.2.63	BA.2.63	0.00174596
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	XBB.1.5	XBB.1.5.1	XBB.1.5.1,HJ	0.00177803
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	EG.14	EG.14	EG.14	0.00152091
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	HN.7	HN.7	HN.7	0.00639386
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	EG.5	EG.5.1.2	EG.5.1.2	0.00213333
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	XBB.1.5	XBB.1.5.102	XBB.1.5.102,JD	0.00232827
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.1	BQ.1.1.77	BQ.1.1.77	0.0127486
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.1	BQ.1.1.52	BQ.1.1.52	0.00267509
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.15	BQ.1.15	BQ.1.15	0.00123305
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	CY.1	CY.1	CY.1	0.00146627
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BF.7.17	BF.7.17	BF.7.17	0.00101061
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BF.40	BF.40	BF.40	0.03139144
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BN.1.3	BN.1.3	BN.1.3	0.03030314
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BA.5	XAZ	XAZ,BA.5,BA.2.5	0.00119474
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BF.7.19.1	BF.7.19.1	BF.7.19.1	0.00122926
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	CT.1	CT.1	CT.1	0.03815268
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.1	BQ.1.1.37	BQ.1.1.37	0.00120773
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BF.7.26	BF.7.26	BF.7.26	0.00187266
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.1	BQ.1.1.34	BQ.1.1.34	0.06224453
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BA.5	BA.5.5.3	BA.5.5.3	0.00242509
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BF.7.13	BF.7.13	BF.7.13	0.0036712
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BF.7.4	BF.7.4	BF.7.4	0.00140616
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.31	BQ.1.31	BQ.1.31	0.02660807
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BA.5	BA.5.2.58	BA.5.2.58	0.00141804
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	EA.2	EA.2	EA.2	0.00267509
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BN.1.3.4	BN.1.3.4	BN.1.3.4	0.0342167
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.1	BQ.1.1.30	BQ.1.1.30	0.00122519
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.1	BQ.1.1.27	BQ.1.1.27	0.00249792
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BF.7.5	BF.7.5	BF.7.5	0.0017762
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	CN.2	CN.2	CN.2	0.00120773
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	DS.3	DS.3	DS.3	0.0026358
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BA.5	XBE	XBE,BE.4.1,BA.5.2	0.03543638
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.18	BQ.1.18	BQ.1.18	0.00611354
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BA.5	BA.5.2.7	BA.5.2.7	0.00146627
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BF.7.4.1	BF.7.4.1	BF.7.4.1	0.00121892
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BF.9	BF.9	BF.9	0.00324044
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BU.2	BU.2	BU.2	0.03330129
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BE.13	BE.13	BE.13	0.00160772
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BF.7.16	BF.7.16	BF.7.16	0.00117647
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BA.2	XBT	XBT,BA.2.75,BA.5.2.34	0.0130081
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BU.3	BU.3	BU.3	0.06508981
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BA.5	BA.5.2.47	BA.5.2.47	0.00160299
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BN.1.3.1	BN.1.3.1	BN.1.3.1	0.06644724
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BA.5	XBZ	XBZ,EF.1.3,BA.5.2*	0.00168525
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BE.7	BE.7	BE.7	0.00571931
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BN.1.3.3	BN.1.3.3	BN.1.3.3	0.00122499
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BE.3	BE.3	BE.3	0.00299401
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BE.2	BE.2	BE.2	0.00353774
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BA.4	BA.4.1.6	BA.4.1.6	0.00103119
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BF.31	BF.31	BF.31	0.00174217
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.21	BQ.1.21	BQ.1.21	0.00137044
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	DS.1	DS.1	DS.1	0.00288018
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.1	BQ.1.1.67	BQ.1.1.67	0.00734866
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.22	BQ.1.22	BQ.1.22	0.0060316
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.1	BQ.1.1.21	BQ.1.1.21	0.00697674
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BF.7	BF.7	BF.7	0.04953508
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	DY.4	DY.4	DY.4	0.00165013
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	XBR	BQ.1	BQ.1,XBR,XBS,XBU	0.25479607
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.1	BQ.1.1.54	BQ.1.1.54	0.00106724
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BA.5	BA.5.3.1	BA.5.3.1	0.05853792
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BQ.1.1	BQ.1.1.6	BQ.1.1.6	0.004363
G01-0286	SARS_20221219	KeyserWWTP-01	Mineral	11/29/2022 9:00	11/30/2022 9:00	BF.7.21	BF.7.21	BF.7.21	0.0361829
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.8	XBB.1.5.8	0.00540249
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.63	XBB.1.5.63	0.0969344
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.19	XBB.1.5.19	0.00206398
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1	XBB.1.44	XBB.1.44	0.00138313
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	BA.2.74	BA.2.74	BA.2.74	0.00160901
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.37	XBB.1.5.37	0.0107527
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.3	XBB.3.3	XBB.3.3	0.00169205
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.55	XBB.1.5.55,HP	0.00148515
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	B.1.1	B.1.1.239	B.1.1.239	0.00129157
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.40	XBB.1.5.40	0.16870925
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.48	XBB.1.5.48,GV	0.00314136
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.95	XBB.1.5.95,HS	0.00499002
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	BP.1	BP.1	BP.1	0.00115875
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.73	XBB.1.5.73,GN	0.00750055
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	HC.1	HC.1	HC.1	0.00130378
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1	XBB.1.11	XBB.1.11	0.00446429
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1	XBB.1.13	XBB.1.13	0.05944048
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.29	XBB.1.5.29	0.00189394
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	BA.2	BA.2.32	BA.2.32	0.0021645
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	FL.24	FL.24	FL.24	0.00118624
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1	XBB.1.32	XBB.1.32	0.00265604
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.62	XBB.1.5.62	0.00248602
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	BA.2	BA.2.76.1	BA.2.76.1	0.00104101
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1	XBB.1.14	XBB.1.14	0.00168776
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.67	XBB.1.5.67	0.00316957
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.34	XBB.1.5.34	0.00112296
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.33	XBB.1.5.33	0.0969344
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.28	XBB.1.5.28	0.16846646
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.20	XBB.1.5.20	0.00126502
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.88	XBB.1.5.88	0.0114123
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.83	XBB.1.5.83	0.00126103
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5	XBB.1.5,XCQ,XBW	0.0969344
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.57	XBB.1.5.57,XBL	0.03704302
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.13	XBB.1.5.13,EK	0.120515
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1	XBB.1.45.1	XBB.1.45.1	0.00840336
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	B.53	B.53	B.53	0.00107066
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	BA.2	BA.2.57	BA.2.57	0.00205761
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.52	XBB.1.5.52	0.00568182
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.47	XBB.1.5.47,FZ	0.00570559
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.69	XBB.1.5.69	0.00143885
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	B.1.1	B.1.1.388	B.1.1.388	0.00176678
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	BA.2	BA.2.66	BA.2.66	0.001001
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	XBB.1.5	XBB.1.5.61	XBB.1.5.61	0.00168067
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	BA.2	BA.2.3.6	BA.2.3.6	0.00151286
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	BA.2	BA.2.9.4	BA.2.9.4	0.00142298
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	BA.2	BA.2.10.1	BA.2.10.1	0.0022779
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	BA.2	XAC	XAC,BA.2*,BA.1*	0.00179775
A01-0526	SARS_20230508	StarCityWWTP-01	Monongalia	03/28/2023 0:00	03/29/2023 0:00	B.26	B.26	B.26	0.00135817
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	XBB.1.5	XBB.1.5.16	XBB.1.5.16,FG	0.00122925
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	XBB.1.5	XBB.1.5.60	XBB.1.5.60	0.00202840
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	JN.1	JN.1.18	JN.1.18	0.60775745
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	KA.1	KA.1	KA.1	0.00154799
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	JN.1	JN.1.4.2	JN.1.4.2	0.16974500
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	XBB.1.5	XBB.1.5.6	XBB.1.5.6	0.00438596
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	JN.1	JN.1.6.1	JN.1.6.1	0.00588235
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	XBB.1	XBB.1.3	XBB.1.3	0.04651943
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	XBB.1.5	XBB.1.5.75	XBB.1.5.75	0.00343643
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	FT.4	FT.4	FT.4	0.00136612
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	XBB.1.5	XBB.1.5.92	XBB.1.5.92,HQ	0.00101215
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	GA.7	GA.7	GA.7	0.00109469
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	HP.1	HP.1	HP.1	0.00108507
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	XBB.1.5	XBB.1.5.91	XBB.1.5.91	0.01306838
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	XBB.1	XBB.1.4	XBB.1.4	0.01114563
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	XBB.1.5	XBB.1.5.57	XBB.1.5.57,XBL	0.00470430
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	XBB.1.5	XBB.1.5.39	XBB.1.5.39,FT	0.00136612
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	FG.2	FG.2	FG.2	0.00122925
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	XBB.1.5	XBB.1.5.78	XBB.1.5.78	0.00369140
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	XBB.1	XBB.1.21	XBB.1.21	0.00265252
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	JN.1	JN.1.8.1	JN.1.8.1	0.00154619
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	JN.1	JN.1.4.3	JN.1.4.3	0.08616200
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	BA.2	XAD	XAD,BA.2*,BA.1*	0.00133630
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	JN.1	JN.1.9.1	JN.1.9.1	0.00416227
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	EK.4	EK.4	EK.4	0.00249377
A01-0786	SARS_20240219	StarCityWWTP-01	Monongalia	01/23/2024 12:00 AM	01/24/2024 12:00 AM	XBB.1.5	XBB.1.5.35	XBB.1.5.35	0.00221729
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.47	XBB.1.5.47,FZ	0.0206897
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	B.1.1	B.1.1.521	B.1.1.521	0.00102564
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.69	XBB.1.5.69	0.00320856
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.95	XBB.1.5.95,HS	0.00389864
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.73	XBB.1.5.73,GN	0.0118333
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1	XBB.1.45.1	XBB.1.45.1	0.00197239
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.48	XBB.1.5.48,GV	0.00336323
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.40	XBB.1.5.40	0.11883504
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.54	XBB.1.5.54	0.00213447
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.85	XBB.1.5.85	0.00106496
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.1	XBB.1.5.1,HJ	0.0020284
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	B.10	B.10	B.10	0.00160643
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.96	XBB.1.5.96	0.00218341
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.89	XBB.1.5.89	0.00133511
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	B.3	B.3	B.3	0.00214728
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.61	XBB.1.5.61	0.00191939
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1	XBB.1.10	XBB.1.10	0.00365965
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.37	XBB.1.5.37	0.00313234
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1	XBB.1.7	XBB.1.7	0.168274
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.56	XBB.1.5.56	0.00216685
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.33	XBB.1.5.33	0.11883504
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.34	XBB.1.5.34	0.00294861
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.9	XBB.1.5.9	0.00272109
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.59	XBB.1.5.59	0.11883504
A02-1166	SARS_20230508	OaklandE-02	Monongalia	04/05/2023 9:00	04/07/2023 9:00	XBB.1.5	XBB.1.5.67	XBB.1.5.67	0.00437637
