Sample ID	type	category	Location	Sample Composite Start	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	latlong	population_served	counties_served	capacity_mgd	Status: WaTCH	status
H01-0003	not institution specific	wwtp	MoundsvilleWWTP-01	9/29/21 8:00	80311.32519	22624.80929		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
L01-0015	not institution specific	wwtp	WestUnionWWTP-01	1/24/22 9:00	1383510.976	1481475.785	0.331	24-hr time-weighted composite	West Union	26456	-80.77899,39.29906	564	Doddridge	0.2	Complete	active
A02-0369	not institution specific	upstream	NorthHighSt-02 (MUB)	2/23/22 9:00	2674.906016	8025.230058		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
L01-0021	not institution specific	wwtp	WestUnionWWTP-01	1/18/22 9:00	3243942.833	3325142.784	0.31	24-hr time-weighted composite	West Union	26456	-80.77899,39.29906	564	Doddridge	0.2	Complete	active
D01-0020	not institution specific	wwtp	CharlesTownWWTP-01	1/31/22 7:30	309503.6709	215766.5992	1.27	24-hr flow-weighted composite	Charles Town	25414	-77.85589,39.27924	17000	Jefferson	2.25	Complete	active
H01-0016	not institution specific	wwtp	MoundsvilleWWTP-01	10/13/21 8:00	53528.00131	43787.10747		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
H01-0059	not institution specific	wwtp	MoundsvilleWWTP-01	12/31/21 8:00	1093110.162	1301682.765		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A03-0201	k12	upstream	SuncrestES-01	11/15/21 6:00	0	0		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
A0032	not institution specific	wwtp	StarCityWWTP-01	12/2/20 0:00	443142	408920.4	10.819	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0155 b	higher ed dorm	upstream	OaklandE-02	8/10/21 9:00	5016	10056	11.84	48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
K01-0012	not institution specific	wwtp	ParkersburgWWTP-01	12/14/21 6:20	29830.437	3727.644179	4.913	24-hr flow-weighted composite	Parkersburg	26101	-81.55739,39.28171	48050	Wood	15.5	Complete	active
A02-0163	not institution specific	upstream	NorthHighSt-02 (MUB)	10/9/21 9:00	40500.40796	46736.62066		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
H01-0028	not institution specific	wwtp	MoundsvilleWWTP-01	11/1/21 8:00	9137.5	10625		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A0040	not institution specific	wwtp	StarCityWWTP-01	12/14/20 12:00	81396	81396	9.162	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0174	not institution specific	wwtp	StarCityWWTP-01	2/9/22 0:00	192314.1718	199923.6605	10.9	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A03-0148	k12	upstream	MorgantownHS-01	12/13/21 6:00	0	5438.495418		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
C01-0036	not institution specific	wwtp	WheelingWWTP-01	11/9/21 7:00	69405.93064	83310.26614		24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A03-0120	k12	upstream	MorgantownHS-01	12/3/21 6:00	30611.14892	33163.09087		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
H01-0042	not institution specific	wwtp	MoundsvilleWWTP-01	11/17/21 8:00	16641.55846	24964.81519	1.3	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A01-0076	not institution specific	wwtp	StarCityWWTP-01	10/30/21 0:00	112048.3065	106138.4887	11.237	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0156 c	higher ed dorm	upstream	TowersBB-01	8/10/21 9:00	29610	0	11.789	48-hr time-weighted composite	Brooke & Braxton Towers (WVU Morgantown)	26505	-79.9663361,39.6495489	904	Monongalia	-1	Complete	inactive
C01-0041	not institution specific	wwtp	WheelingWWTP-01	11/17/21 7:00	128589.0806	59299.78721	6.011	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A02-0148	higher ed dorm	upstream	OaklandE-02	10/6/21 9:28	238300.6561	88000.53179		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
A02-0082	not institution specific	upstream	Evansdale-01	9/4/21 9:00	6631.827205	1326.224785		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A03-0014	k12	upstream	NorthES-01	9/29/21 6:00	41112.91736	16144.64082		8-hr time-weighted composite	North Elementary	26505	-79.95674,39.66064	688	Monongalia	-1	Complete	active
A02-0024	higher ed dorm	upstream	CollegePark-02	8/18/21 10:10	2855.51131	21424.28803		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A02-0078	not institution specific	upstream	NorthHighSt-02 (MUB)	9/1/21 10:32	270792.5808	70220.28267		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A03-0240	k12	upstream	SuncrestES-01	2/18/22 6:00	0	0		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
A01-0036	not institution specific	wwtp	StarCityWWTP-01	9/1/21 0:00	72143.12136	38447.71758	12.161	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A03-0106	k12	upstream	MorgantownHS-01	10/13/21 6:00	5166.319208	31007.47168		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
D01-0019	not institution specific	wwtp	CharlesTownWWTP-01	2/13/22 7:25	180646.4794	95756.26999	1.29	24-hr flow-weighted composite	Charles Town	25414	-77.85589,39.27924	17000	Jefferson	2.25	Complete	active
A02-0337	higher ed dorm	upstream	HonorsSummit-01 (MUB)	2/7/22 9:00	935280.1895	1069360.66		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
H01-0119	not institution specific	wwtp	MoundsvilleWWTP-01	2/4/22 8:00	8258.204833	8258.204833		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
C01-0060	not institution specific	wwtp	WheelingWWTP-01	12/15/21 7:00	251426.695	282076.8723	7.648	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
E01-0001	not institution specific	wwtp	PrincetonWWTP-01	10/26/21 8:00	30020.01554	8335.278332		24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
G01-0018	not institution specific	wwtp	KeyserWWTP-01	11/28/21 9:00	59855.63792	65560.63101	0.581	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A02-0371	not institution specific	upstream	Evansdale-01	2/23/22 9:00	4739.273284	2369.569754		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A02-0170	higher ed dorm	upstream	OaklandE-02	10/13/21 9:34	25092.00677	18816.64351		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
C01-0113	not institution specific	wwtp	WheelingWWTP-01	1/24/22 7:00	242663.6991	295241.9293	7.104	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A1079	not institution specific	wwtp	StarCityWWTP-01	6/27/21 0:00	4607.5	0	7.515	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
B01-0042	not institution specific	wwtp	CharlestonWWTP-01	1/5/22 7:00	15041.00645	0	10.64	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
K01-0020	not institution specific	wwtp	ParkersburgWWTP-01	1/13/22 6:34	93335.27058	120951.4354	5.002	24-hr flow-weighted composite	Parkersburg	26101	-81.55739,39.28171	48050	Wood	15.5	Complete	active
A02-0086	not institution specific	upstream	Evansdale-01	9/6/21 20:20	17132.35475	7785.979174		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A1094	not institution specific	wwtp	StarCityWWTP-01	7/18/21 0:00	0	0	8.102	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
C01-0114	not institution specific	wwtp	WheelingWWTP-01	1/25/22 7:00	233688.5145	179151.3911	7.151	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
G02-0019	higher ed dorm	upstream	PotomacState-01	11/29/21 14:00	12655.6645	10124.22625		48-hr time-weighted composite	WVU Keyser	26726	-78.98272,39.43807	1193	Mineral	-1	Complete	inactive
A02-0277	higher ed dorm	upstream	CollegePark-02	1/5/22 9:00	350220.8591	36904.49797		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
O01-0026	not institution specific	wwtp	GraftonWWTP-01	2/14/22 6:40	87983.94084	70372.3754	1.51	24-hr flow-weighted composite	Grafton	26354	-80.01837,39.33877	6071	Taylor	2.3	Complete	active
L01-0020	not institution specific	wwtp	WestUnionWWTP-01	1/19/22 9:00	998258.1103	933511.3335	0.515	24-hr time-weighted composite	West Union	26456	-80.77899,39.29906	564	Doddridge	0.2	Complete	active
B01-0097	not institution specific	wwtp	CharlestonWWTP-01	1/26/22 7:00	625463.4762	604550.7216	9.758	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
G01-0080	not institution specific	wwtp	KeyserWWTP-01	11/30/21 9:00	61838.73385	77885.89418	0.58	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
L01-0013	not institution specific	wwtp	WestUnionWWTP-01	1/30/22 9:00	525835.982	641445.8978	0.238	24-hr time-weighted composite	West Union	26456	-80.77899,39.29906	564	Doddridge	0.2	Complete	active
G01-0016	not institution specific	wwtp	KeyserWWTP-01	11/26/21 9:00	940052.7442	697131.2964	0.686	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A03-0047	k12	upstream	SuncrestES-01	10/27/21 6:00	0	0		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
K01-0001	not institution specific	wwtp	ParkersburgWWTP-01	12/14/21 6:20	68292.4135	7183.437031	4.913	24-hr flow-weighted composite	Parkersburg	26101	-81.55739,39.28171	48050	Wood	15.5	Complete	active
A02-0349	higher ed dorm	upstream	HonorsSummit-01 (MUB)	2/12/22 9:00	257919.369	295276.2437		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
C01-0048	not institution specific	wwtp	WheelingWWTP-01	11/29/21 7:00	200133.5728	145163.0858	5.843	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
L01-0032	not institution specific	wwtp	WestUnionWWTP-01	2/12/22 9:00	107576.4491	29556.01104	0.33781	24-hr time-weighted composite	West Union	26456	-80.77899,39.29906	564	Doddridge	0.2	Complete	active
B01-0036	not institution specific	wwtp	CharlestonWWTP-01	12/29/21 7:00	0	4258.676413	15.773	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A01-0177	not institution specific	wwtp	StarCityWWTP-01	2/13/22 0:00	177175.4086	187040.4911	9.2	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0029	not institution specific	wwtp	StarCityWWTP-01	9/7/21 0:00	109785.9484	123171.2317	9.116	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A1090	not institution specific	wwtp	StarCityWWTP-01	7/12/21 0:00	0	4298.75	10.434	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
G01-0013	not institution specific	wwtp	KeyserWWTP-01	12/14/21 9:00	112765.9066	101750.9946	0.558	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A02-0286	higher ed dorm	upstream	HonorsSummit-01 (MUB)	1/10/22 9:00	230670.1899	257891.5268		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
A03-0079	k12	upstream	MountainviewES-01	11/5/21 6:00	0	0		8-hr time-weighted composite	Mountainview Elementary	26501	-79.94331,39.61036	726	Monongalia	-1	Complete	active
A03-0205	k12	upstream	NorthES-01	11/19/21 6:00	0	0		8-hr time-weighted composite	North Elementary	26505	-79.95674,39.66064	688	Monongalia	-1	Complete	active
A03-0175	k12	upstream	SuncrestES-01	1/14/22 6:00	0	7408.614093		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
A02-0265	not institution specific	upstream	Evansdale-01	12/13/21 9:00	22410.31241	33619.96282		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A1054	not institution specific	wwtp	StarCityWWTP-01	5/23/21 0:00	0	3776.25	6.439	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
J01-0001	not institution specific	wwtp	AlpineLakeWWTP-01	12/20/21 12:00	3623.860921	0	0.117	24-hr time-weighted composite	Alpine Lake	26764	-79.50179,39.45709	1500	Preston	-1	Complete	paused
A03-0005	k12	upstream	BrookhavenES-01	9/15/21 6:00	16740.32472	35167.63732		8-hr time-weighted composite	Brookhaven Elementary	26508	-79.90501,39.61021	579	Monongalia	-1	Complete	inactive
B01-0018	not institution specific	wwtp	CharlestonWWTP-01	10/17/21 7:00	21333.54232	15513.49722	7.471	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
E02-0011	not institution specific	wwtp	AthensWWTP-01	11/17/21 8:00	26824.96112	60380.32539	0.115	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
A02-0242	higher ed dorm	upstream	CollegePark-02	12/1/21 9:00	2507.20928	7522.077737		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A02-0023	not institution specific	upstream	NorthHighSt-02 (MUB)	8/18/21 9:56	29334.11992	36673.0299		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A02-0010	not institution specific	upstream	Evansdale-01	8/14/21 9:00	0	0		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A02-0288	not institution specific	upstream	Evansdale-01	1/26/22 9:00	455128.5911	468112.4103		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
B01-0025	not institution specific	wwtp	CharlestonWWTP-01	10/5/21 7:00	63826.54816	17540.26793		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
B01-0059	not institution specific	wwtp	CharlestonWWTP-01	11/24/21 7:00	0	8389.343787	7.056	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A03-0157	k12	upstream	NorthES-01	12/20/21 6:00	0	0		8-hr time-weighted composite	North Elementary	26505	-79.95674,39.66064	688	Monongalia	-1	Complete	active
A0104	not institution specific	wwtp	StarCityWWTP-01	11/5/20 0:00	13708.8	13708.8	6.009	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A03-0034	k12	upstream	CheatLakeES-01	9/29/21 6:00	7828.973234	17226.23251		8-hr time-weighted composite	Cheat Lake Elementary	26508	-79.86761,39.65267	830	Monongalia	-1	Complete	inactive
A02-0301	higher ed dorm	upstream	OaklandE-02	1/19/22 9:00	3014956.155	3153337.34		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
A0039	not institution specific	wwtp	StarCityWWTP-01	12/13/20 12:00	108552	99864	6.302	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
B01-0076	not institution specific	wwtp	CharlestonWWTP-01	1/27/22 7:00	907852.3207	924051.0929	9.96	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A1003	not institution specific	wwtp	StarCityWWTP-01	3/10/21 12:00	20340	13560	7.987	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0043	not institution specific	wwtp	StarCityWWTP-01	9/22/21 0:00	205894.2926	41066.96263	10.201	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
M03-0008	not institution specific	wwtp	ManningtonWWTP-01	2/20/22 10:30	29760.53841	2975.103082	0.207	24-hr time-weighted composite	Mannington	26582	-80.32371,39.51814	1091	Marion	0.25	Complete	active
A0028	not institution specific	wwtp	StarCityWWTP-01	11/26/20 0:00	9676.8	9676.8	7.039	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
H01-0005	not institution specific	wwtp	MoundsvilleWWTP-01	10/2/21 8:00	114796.7446	17064.01542		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A1046	not institution specific	wwtp	StarCityWWTP-01	5/11/21 12:00	0	0	12.067	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
G01-0092	not institution specific	wwtp	KeyserWWTP-01	2/1/22 9:00	438964.473	417956.8273	0.866	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
C01-0065	not institution specific	wwtp	WheelingWWTP-01	12/22/21 7:00	43062.86998	59637.3041	6.62	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A1076	not institution specific	wwtp	StarCityWWTP-01	6/22/21 0:00	0	4892.5	12.985	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
