result_id	sample_id	assay_id	target	target_category	target_genetic_locus	responsible_lab_name	responsible_lab_abbrev	assay_target_copies_per_ul_reaction	assay_reaction_ul	extraction_output_ul	concentration_output_ml	assay_input_ul	extraction_input_ul	concentration_input_ml	target_copies_per_literww	target_result_validated
L01-0113.a1	L01-0113	L01-0113.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.313662291	20	75	0.475	5	400	10	118049.219116875	1
E01-0024.a3	E01-0024	E01-0024.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.639598668	20	75	0.475	5	400	10	22785.7025475	1
S01-0034.a3	S01-0034	S01-0034.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0069.a1	A01-0069	A01-0069.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
C01-0186.a1	C01-0186	C01-0186.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.619473458	20	75	0.475	5	400	10	93318.74194125	1
A03-0231.a3	A03-0231	A03-0231.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.210365772	20	75	0.475	5	400	10	7494.2806275	1
B01-0188.a1	B01-0188	B01-0188.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.959281445	20	75	0.475	5	400	10	212299.401478125	1
A01-0261.a2	A01-0261	A01-0261.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.677690447	20	75	0.475	5	400	10	24142.722174375	1
A02-0516.a2.a3	A02-0516	A02-0516.a2.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.634558082	20	75	0.475	5	400	10	22606.13167125	1
A03-0370.a3	A03-0370	A03-0370.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.831541002	20	75	0.475	5	400	10	29623.64819625	1
R01-0031.a1	R01-0031	R01-0031.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.648490906	20	75	0.475	5	400	10	23102.48852625	1
E01-0055.a2	E01-0055	E01-0055.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	10.98087788	20	75	0.475	5	400	10	391193.774475	1
A0104.a1	A0104	A0104.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	3.4	5	200	100	0	1
A02-0525.a2	A02-0525	A02-0525.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	42.59309769	20	75	0.475	5	400	10	1517379.10520625	1
N02-0053.a2	N02-0053	N02-0053.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.082143784	20	75	0.475	5	400	10	38551.372305	1
M04-0047.a2	M04-0047	M04-0047.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.165618449	20	75	0.475	5	400	10	5900.157245625	1
C01-0110.a3	C01-0110	C01-0110.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.152907535	20	75	0.475	5	400	10	5447.330934375	1
A01-0290.a3	A01-0290	A01-0290.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A04-0006.a1	A04-0006	A04-0006.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	17.68158722	20	75	0.475	5	400	10	629906.5447125	1
A02-0176.a1	A02-0176	A02-0176.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
J01-0058.a3	J01-0058	J01-0058.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
B01-0154.a2	B01-0154	B01-0154.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.134216025	20	75	0.475	5	400	10	4781.445890625	1
P01-0018.a1	P01-0018	P01-0018.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.447902205	20	75	0.475	5	400	10	229706.516053125	1
M03-0015.a3	M03-0015	M03-0015.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
R01-0083.a2	R01-0083	R01-0083.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.709819315	20	75	0.475	5	400	10	274662.313096875	1
O01-0083.a2	O01-0083	O01-0083.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.21204412	20	75	0.475	5	400	10	43179.071775	1
E02-0014.a1	E02-0014	E02-0014.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.135166407	20	75	0.475	5	400	10	111690.303249375	1
C01-0083.a3	C01-0083	C01-0083.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.613784075	20	75	0.475	5	400	10	21866.057671875	1
H01-0189.a2	H01-0189	H01-0189.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.475959808	20	75	0.475	5	400	10	16956.06816	1
A04-0046.a1	A04-0046	A04-0046.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.93457222	20	75	0.475	5	400	10	33294.1353375	1
A04-0103.a3	A04-0103	A04-0103.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.131728873	20	75	0.475	5	400	10	4692.841100625	1
M04-0007.a2	M04-0007	M04-0007.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.147123188	20	75	0.475	5	400	10	5241.2635725	1
A1001.a3	A1001	A1001.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	5	5	200	100	0	1
G01-0062.a2	G01-0062	G01-0062.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.151802898	20	50	0.425	5	400	10	24475.8115825	1
A02-0073.a3	A02-0073	A02-0073.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	11.27071762	20	50	0.475	5	400	10	267679.543475	1
A03-0329.a2	A03-0329	A03-0329.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A04-0097.a2	A04-0097	A04-0097.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.68909693	20	75	0.475	5	400	10	238299.07813125	1
J01-0035.a1	J01-0035	J01-0035.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
G01-0114.a2	G01-0114	G01-0114.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.170924112	20	75	0.475	5	400	10	6089.17149	1
A02-0269.a2	A02-0269	A02-0269.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
H01-0050.a3	H01-0050	H01-0050.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.754389644	20	75	0.475	5	400	10	26875.1310675	1
O01-0031.a1	O01-0031	O01-0031.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.29406929	20	75	0.475	5	400	10	46101.21845625	1
N02-0019.a3	N02-0019	N02-0019.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.075296529	20	75	0.475	5	400	10	2682.438845625	1
D01-0028.a2	D01-0028	D01-0028.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.749179185	20	75	0.475	5	400	10	26689.508465625	1
A02-0061.a1	A02-0061	A02-0061.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	11.40329457	20	50	0.425	5	400	10	242320.0096125	1
A02-0461.a3	A02-0461	A02-0461.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E02-0095.a3	E02-0095	E02-0095.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E01-0077.a1	E01-0077	E01-0077.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.263615161	20	75	0.475	5	400	10	9391.290110625	1
D01-0092.a3	D01-0092	D01-0092.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.475918531	20	75	0.475	5	400	10	16954.597666875	1
E01-0100.a3	E01-0100	E01-0100.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.392222226	20	75	0.475	5	400	10	13972.91680125	1
P01-0001.a1	P01-0001	P01-0001.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.744784951	20	75	0.475	5	400	10	26532.963879375	1
C01-0163.a2	C01-0163	C01-0163.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.974773705	20	75	0.475	5	400	10	34726.313240625	1
A02-0250.a2	A02-0250	A02-0250.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.138359472	20	75	0.475	5	400	10	4929.05619	1
A1023.a3	A1023	A1023.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	5	5	200	100	0	1
A02-0490.a2	A02-0490	A02-0490.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
S01-0049.a2	S01-0049	S01-0049.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.26877445	20	75	0.475	5	400	10	9575.08978125	1
A02-0133.a3	A02-0133	A02-0133.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.863253474	20	50	0.425	5	400	10	18344.1363225	1
A03-0044.a1	A03-0044	A03-0044.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
R01-0066.a1	R01-0066	R01-0066.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.239259839	20	75	0.475	5	400	10	44148.631764375	1
A01-0236.a2	A01-0236	A01-0236.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.98408252	20	75	0.475	5	400	10	35057.939775	1
A03-0120.a1	A03-0120	A03-0120.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.859260321	20	75	0.475	5	400	10	30611.148935625	1
A03-0266.a3	A03-0266	A03-0266.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.317642451	20	75	0.475	5	400	10	82566.012316875	1
A02-0473.a1	A02-0473	A02-0473.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.398627937	20	75	0.475	5	400	10	14201.120255625	1
N03-0016.a2	N03-0016	N03-0016.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.380024314	20	75	0.475	5	400	10	49163.36618625	1
C01-0204.a2	C01-0204	C01-0204.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.951029539	20	75	0.475	5	400	10	69505.427326875	1
L01-0080.a1	L01-0080	L01-0080.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
N02-0021.a1	N02-0021	N02-0021.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.21446915	20	75	0.475	5	400	10	7640.46346875	1
L01-0016.a3	L01-0016	L01-0016.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.943882346	20	75	0.475	5	400	10	33625.80857625	1
H01-0273.a2	H01-0273	H01-0273.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.087163329	20	75	0.475	5	400	10	38730.193595625	1
A02-0326.a3	A02-0326	A02-0326.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.119444706	20	75	0.475	5	400	10	4255.21765125	1
H01-0145.a2	H01-0145	H01-0145.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.409648865	20	75	0.475	5	400	10	14593.740815625	1
A02-0302.a1	A02-0302	A02-0302.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	45.23798371	20	75	0.475	5	400	10	1611603.16966875	1
A01-0045.a1	A01-0045	A01-0045.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	50.5592041	20	50	0.425	5	400	10	1074383.087125	1
P01-0017.a1	P01-0017	P01-0017.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.082181216	20	75	0.475	5	400	10	74177.70582	1
B01-0054.a3	B01-0054	B01-0054.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.18587102	20	75	0.475	5	400	10	6621.6550875	1
J01-0057.a3	J01-0057	J01-0057.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.070369385	20	75	0.475	5	400	10	2506.909340625	1
K01-0115.a1	K01-0115	K01-0115.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	9.53917694	20	75	0.475	5	400	10	339833.1784875	1
Q01-0021.a1	Q01-0021	Q01-0021.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.484405995	20	75	0.475	5	400	10	195381.963571875	1
C01-0010.a2	C01-0010	C01-0010.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.172275067	20	50	0.425	5	400	10	67410.84517375	1
M04-0048.a2	M04-0048	M04-0048.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A04-0043.a2	A04-0043	A04-0043.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.536310435	20	75	0.475	5	400	10	90356.059246875	1
O01-0010.a3	O01-0010	O01-0010.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.0876818	20	75	0.475	5	400	10	3123.664125	1
A02-0205.a2	A02-0205	A02-0205.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.763123036	20	50	0.425	5	400	10	58716.364515	1
O01-0086.a1	O01-0086	O01-0086.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.257231236	20	75	0.475	5	400	10	44788.8627825	1
A1110.a3	A1110	A1110.a3	Bovine Respiratory Syncitial Virus (BRSV)	Pre-concentration Spike (Biol)	BRSV	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.95	5	400	10	0	1
B01-0187.a1	B01-0187	B01-0187.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	10.423069	20	75	0.475	5	400	10	371321.833125	1
A03-0139.a1	A03-0139	A03-0139.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.066192396	20	75	0.475	5	400	10	2358.1041075	1
E01-0124.a2	E01-0124	E01-0124.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	11.57699585	20	75	0.475	5	400	10	412430.47715625	1
M04-0011.a2	M04-0011	M04-0011.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
H01-0005.a3	H01-0005	H01-0005.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
A01-0233.a1	A01-0233	A01-0233.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.677906752	20	75	0.475	5	400	10	59775.42804	1
R01-0063.a2	R01-0063	R01-0063.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.863917589	20	75	0.475	5	400	10	30777.064108125	1
A02-0476.a2	A02-0476	A02-0476.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.075003706	20	75	0.475	5	400	10	2672.00702625	1
N03-0013.a1	N03-0013	N03-0013.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
G02-0024.a1	G02-0024	G02-0024.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.377570093	20	75	0.475	5	400	10	13450.934563125	1
A01-0089.a1	A01-0089	A01-0089.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.826250792	20	50	0.425	5	400	10	38807.82933	1
C01-0220.a3	C01-0220	C01-0220.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
C01-0166.a1	C01-0166	C01-0166.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.457531333	20	75	0.475	5	400	10	51924.553738125	1
B01-0168.a1	B01-0168	B01-0168.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.166662499	20	75	0.475	5	400	10	5937.351526875	1
A01-0281.a2	A01-0281	A01-0281.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.02999878	20	75	0.475	5	400	10	36693.7065375	1
R02-0020.a1	R02-0020	R02-0020.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	8.592897415	20	75	0.475	5	400	10	306121.970409375	1
B01-0025.a2	B01-0025	B01-0025.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.825424373	20	50	0.425	5	400	10	17540.26792625	1
Q01-0019.a3	Q01-0019	Q01-0019.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	4.628915787	20	75	0.475	5	400	10	164905.124911875	1
A03-0079.a1	A03-0079	A03-0079.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
A03-0271.a2	A03-0271	A03-0271.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A03-0330.a2	A03-0330	A03-0330.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.2189765	20	75	0.475	5	400	10	185926.0378125	1
E02-0010.a1	E02-0010	E02-0010.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.778265476	20	75	0.475	5	400	10	63350.7075825	1
M04-0009.a1	M04-0009	M04-0009.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.142957717	20	75	0.475	5	400	10	5092.868668125	1
D01-0047.a3	D01-0047	D01-0047.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.470306039	20	75	0.475	5	400	10	16754.652639375	1
A01-0232.a1	A01-0232	A01-0232.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.175735832	20	75	0.475	5	400	10	41885.589015	1
H01-0187.a1	H01-0187	H01-0187.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.140684068	20	75	0.475	5	400	10	5011.8699225	1
R01-0062.a2	R01-0062	R01-0062.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
K01-0036.a3	K01-0036	K01-0036.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
N03-0012.a1	N03-0012	N03-0012.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.097353682	20	75	0.475	5	400	10	3468.22492125	1
E02-0086.a3	E02-0086	E02-0086.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.076705501	20	50	0.475	5	400	10	1821.75564875	1
G01-0110.a2	G01-0110	G01-0110.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0225.a3	A02-0225	A02-0225.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0267.a1	A02-0267	A02-0267.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
H01-0054.a3	H01-0054	H01-0054.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.078319117	20	75	0.475	5	400	10	2790.118543125	1
A04-0099.a1	A04-0099	A04-0099.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	8.447912215	20	75	0.475	5	400	10	300956.872659375	1
A03-0327.a1	A03-0327	A03-0327.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E01-0104.a3	E01-0104	E01-0104.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.747867644	20	75	0.475	5	400	10	26642.7848175	1
S01-0047.a1	S01-0047	S01-0047.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.549624205	20	75	0.475	5	400	10	19580.362303125	1
A02-0303.a1	A02-0303	A02-0303.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	28.02358818	20	75	0.475	5	400	10	998340.3289125	1
H01-0025.a2	H01-0025	H01-0025.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.66	20	50	0.425	5	400	10	14025	1
L01-0157.a3	L01-0157	L01-0157.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.117260106	20	75	0.475	5	400	10	4177.39127625	1
H01-0168.a1	H01-0168	H01-0168.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.076223433	20	75	0.475	5	400	10	2715.459800625	1
L01-0058.a2	L01-0058	L01-0058.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.069533415	20	75	0.475	5	400	10	2477.127909375	1
A03-0040.a1	A03-0040	A03-0040.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
N03-0058.a3	N03-0058	N03-0058.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E01-0079.a2	E01-0079	E01-0079.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.815577507	20	75	0.475	5	400	10	29054.948686875	1
A02-0254.a2	A02-0254	A02-0254.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.131846979	20	75	0.475	5	400	10	4697.048626875	1
A02-0494.a2	A02-0494	A02-0494.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	12.19151402	20	75	0.475	5	400	10	434322.6869625	1
C01-0200.a2	C01-0200	C01-0200.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.501659394	20	75	0.475	5	400	10	124746.61591125	1
A04-0042.a2	A04-0042	A04-0042.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.800774098	20	75	0.475	5	400	10	28527.57724125	1
L01-0084.a1	L01-0084	L01-0084.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
G01-0066.a1	G01-0066	G01-0066.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.637135446	20	50	0.425	5	400	10	13539.1282275	1
A02-0412.a2.a1	A02-0412	A02-0412.a2.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
B01-0005.a3	B01-0005	B01-0005.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
A02-0015.a2	A02-0015	A02-0015.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.61537695	20	50	0.425	5	400	10	76826.7601875	1
A03-0124.a1	A03-0124	A03-0124.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
