assay_id	sample_id	collection_start_datetime	collection_end_datetime	event_type	sample_flow	sample_qc	location_id	target	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_ld	target_copies_per_ldcap	target_copies_flownorm	target_copies_fn_per_cap	target_per_capita_basis	nc_copies_per_rxn	pc_copies_per_rxn	target_result_validated	z	is.outlier	is.extreme
K01-0303.a3	K01-0303	08/07/2023 8:00	08/08/2023 7:00	Routine Surveillance	13.196	Pass	ParkersburgWWTP-01	Human	RNase P	ZooWVU	10211.370165	10211.370165	21.2515508116545	510081.123228118	1061.56321171304	100	NA	NA	Missing controls: HEX	NA	NA	NA
M03-0478.a5	M03-0478	10/08/2024 09:00 AM	10/09/2024 09:00 AM	Routine Surveillance	0.157	Pass	ManningtonWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	1285052.99091339	1285052.99091339	117786.70860801	763719.033446352	70001.7445872	100	0	574.677734375	yes	NA	NA	NA
M03-0526.a4	M03-0526	08/03/2025 08:00 AM	08/04/2025 08:00 AM	Routine Surveillance	0.156	Pass	ManningtonWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	310	310	28.4142988084326	183.0624276	16.7793242529789	100	0	NA	yes	-0.332271791809416	FALSE	FALSE
E02-0070.a1	E02-0070	02/28/2022 8:00	03/01/2022 8:00	Routine Surveillance	0.141	Pass	AthensWWTP-01	SARS-CoV-2	N1	ZooWVU	103058.74675875	103058.74675875	4310.27799074655	55006.8650900936	2300.57988666222	100	0	7468.58902	yes	NA	NA	NA
A03-0257.a3	A03-0257	03/30/2022 6:00	03/30/2022 14:00	Routine Surveillance	NA	Pass	MorgantownHS-01	Human	RNase P	ZooWVU	149963.533580625	449890.600741875	24305.2728655794	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
M04-1011.a2	M04-1011	06/07/2026 09:00 AM	06/08/2026 09:00 AM	Routine Surveillance	0.115	Pass	FarmingtonWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	1975	1975	323.770491803279	859.76124625	140.944466598361	100	NA	NA	Missing controls: all	-0.0798387746772959	FALSE	FALSE
B01-0232.a3	B01-0232	08/08/2022 7:00	08/09/2022 7:00	Routine Surveillance	8.89	Pass	CharlestonWWTP-01	Human	RNase P	ZooWVU	35368.578481875	35368.578481875	70.73715696375	1190233.83326585	2380.4676665317	100	NA	NA	Missing controls: HEX	NA	NA	NA
B01-0433.a1	B01-0433	04/23/2023 7:00	04/24/2023 7:00	Routine Surveillance	7.01	Pass	CharlestonWWTP-01	SARS-CoV-2	N1	ZooWVU	250605.103070625	250605.103070625	501.21020614125	6649987.87313417	13299.9757462683	100	0	745.4829408	yes	NA	NA	NA
A02-1075.a2	A02-1075	02/22/2023 9:00	02/24/2023 9:00	Routine Surveillance	NA	Pass	TowersBB-01	SARS-CoV-2	N2	ZooWVU	1969196.255325	984598.1276625	108915.72208656	NA	NA	100	0	6.28596902	yes	1.23333948671535	FALSE	FALSE
M03-0051.a3	M03-0051	04/20/2022 11:00	04/21/2022 11:00	Routine Surveillance	0.254	Pass	ManningtonWWTP-01	Human	RNase P	ZooWVU	909	909	83.3180568285976	873.99817326	80.1098233968836	100	NA	NA	Missing controls: HEX	NA	NA	NA
N02-0130.a2	N02-0130	07/19/2022 7:00	07/20/2022 7:00	Routine Surveillance	6.48	Pass	ClarksburgWWTP-01	SARS-CoV-2	N2	ZooWVU	25624.3119525	25624.3119525	96.7028151275568	628550.453068572	2372.06752610979	100	0	535.3977968	yes	-0.514025892196062	FALSE	FALSE
A01-0242.a2	A01-0242	05/01/2022 0:00	05/02/2022 0:00	Routine Surveillance	12.6	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	89069.27794125	89069.27794125	184.301601434469	4248263.066186	8790.47977608425	100	0	668.336296	yes	-0.0361703903344176	FALSE	FALSE
Q01-0173.a2	Q01-0173	11/10/2022 8:00	11/11/2022 8:00	Routine Surveillance	0.304	Pass	MadisonWWTP-01	SARS-CoV-2	N2	ZooWVU	1226986.3768875	1226986.3768875	26937.1323136663	1411972.53628385	30998.2993695686	100	0	846.3915252	yes	0.539369219387799	FALSE	FALSE
N02-0231.a1	N02-0231	01/08/2023 7:00	01/09/2023 7:00	Routine Surveillance	9.87	Pass	ClarksburgWWTP-01	SARS-CoV-2	N1	ZooWVU	192818.67831	192818.67831	727.672572684731	7204090.82271658	27187.3002593274	100	0	NA	yes	NA	NA	NA
Q01-0523.a2	Q01-0523	09/22/2024 08:00 AM	09/23/2024 08:00 AM	Routine Surveillance	0.234	Pass	MadisonWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	1206470.44658661	1206470.44658661	26486.7276967423	1068674.55861194	23461.5709903829	100	0	1246.33583068848	yes	NA	NA	NA
R02-0089.a3	R02-0089	09/07/2022 6:00	09/01/2022 6:00	Routine Surveillance	4.8291	Pass	ElkinsWWTP-01	Human	RNase P	ZooWVU	8870.919013125	8870.919013125	67.4286942317194	162161.49450633	1232.60485334699	100	NA	NA	Missing controls: HEX	NA	NA	NA
M03-0149.a2	M03-0149	09/07/2022 11:00	09/08/2022 11:00	Routine Surveillance	0.264	Pass	ManningtonWWTP-01	SARS-CoV-2	N2	ZooWVU	1133976.227175	1133976.227175	103939.159227773	1133237.14682918	103871.415841354	100	0	1363.911438	yes	2.2198251139966	FALSE	FALSE
N02-0386.a2	N02-0386	09/11/2023 7:00	09/12/2023 7:00	Routine Surveillance	8.06	Pass	ClarksburgWWTP-01	SARS-CoV-2	N2	ZooWVU	222078.7489425	222078.7489425	838.096267425843	6775712.4832975	25570.6562129123	100	5.26453376	125.43695448	yes	0.27014330098535	FALSE	FALSE
A02-1036.a3	A02-1036	02/11/2023 9:00	02/13/2023 9:00	Routine Surveillance	NA	Pass	Evansdale-01	Human	RNase P	ZooWVU	72793.65511875	36396.827559375	NA	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
A02-0132.a3	A02-0132	09/27/2021 10:14	09/29/2021 10:14	Routine Surveillance	NA	Pass	NorthHighSt-02	Human	RNase P	ZooWVU	11906.4622525	5953.23112625	NA	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
T01-0020.a1	T01-0020	08/23/2022 7:00	08/24/2022 7:00	Routine Surveillance	0.46	Pass	PointPleasantWWTP-01	SARS-CoV-2	N1	ZooWVU	695037.6448575	695037.6448575	12602.6771506346	1210261.12756121	21944.8980518806	100	10.8888352	467.9084776	NTC above threshold	NA	NA	NA
A01-0097.a2	A01-0097	11/23/2021 0:00	11/23/2021 23:55	Routine Surveillance	6.035	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	68403.8715825	68403.8715825	141.54086985288	1562682.98164612	3233.49400274399	100	0	22188.63372	yes	-0.0388713024389894	FALSE	FALSE
D01-0125.a1	D01-0125	07/17/2022 7:30	07/18/2022 7:30	Routine Surveillance	1.13	Pass	CharlesTownWWTP-01	SARS-CoV-2	N1	ZooWVU	42962.55984	42962.55984	252.720940235294	183772.921117646	1081.01718304498	100	0	400	yes	NA	NA	NA
A04-0490.a1	A04-0490	08/09/2023 7:00	08/10/2023 6:00	Routine Surveillance	0.517	Pass	CheatLakeWWTP-01	SARS-CoV-2	N1	ZooWVU	428304.31595625	428304.31595625	21415.2157978125	838215.946823261	41910.7973411631	100	0	NA	yes	NA	NA	NA
A1092.a2	A1092	07/14/2021 0:00	07/14/2021 23:55	Routine Surveillance	9.954	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	56	56	0.115874855156431	2110.07838384	4.366161198146	100	NA	NA	Missing controls: FAM/HEX	-0.0404407846781347	FALSE	FALSE
A01-0790.a5	A01-0790	02/04/2024 12:00 AM	02/05/2024 12:00 AM	Routine Surveillance	9.1	Pass	StarCityWWTP-01	Human Norovirus GII	ORF1_2	ZooWVU	6484941.01524353	6484941.01524353	13418.6000149883	223388261.173468	462233.614412904	100	NA	NA	Missing controls: all	NA	NA	NA
C01-0503.a1	C01-0503	10/01/2023 7:00	10/02/2023 7:00	Routine Surveillance	5.52	Pass	WheelingWWTP-01	SARS-CoV-2	N1	ZooWVU	140624.981686875	140624.981686875	281.24996337375	2938424.12983877	5876.84825967754	100	5.67483008	41720.67384	yes	NA	NA	NA
N03-0153.a2	N03-0153	09/08/2022 7:30	09/09/2022 7:30	Routine Surveillance	0.50547	Pass	SalemWWTP-01	SARS-CoV-2	N2	ZooWVU	241660.15594875	241660.15594875	13041.562652388	462395.247221966	24953.8719493775	100	0	1202.9378508	yes	0.449195365330859	FALSE	FALSE
A01-1405.a4	A01-1405	11/12/2025 12:00 AM	11/13/2025 12:00 AM	Routine Surveillance	7.3	Pass	StarCityWWTP-01	Influenza Virus A	M	ZooWVU	7101.82355716824	7101.82355716824	14.695049572025	196248.191554244	406.075549483206	100	17.7641344070434	NA	NTC above threshold	NA	NA	NA
P01-0005.a3	P01-0005	01/28/2022 9:56	01/29/2022 10:00	Routine Surveillance	0.232	Pass	StMarysWWTP-01	Human	RNase P	ZooWVU	539	539	18.6376210235131	473.35794968	16.3678405836791	100	NA	NA	Missing controls: HEX	NA	NA	NA
M03-0161.a1	M03-0161	11/08/2022 11:00	11/09/2022 11:00	Routine Surveillance	0.122	Pass	ManningtonWWTP-01	SARS-CoV-2	N1	ZooWVU	704766.28310625	704766.28310625	64598.1927686755	325475.178959454	29832.7386763936	100	0	788.6441804	yes	NA	NA	NA
M04-0118.a2	M04-0118	10/10/2022 0:00	10/11/2022 0:00	Routine Surveillance	0.055	Pass	FarmingtonWWTP-01	SARS-CoV-2	N2	ZooWVU	54890.40456375	54890.40456375	8998.42697766393	11428.0477486816	1873.45045060354	100	0	1232.4570464	yes	-0.104690765740929	FALSE	FALSE
E02-0206.a1	E02-0206	10/10/2022 8:00	10/11/2022 8:00	Routine Surveillance	0.099	Pass	AthensWWTP-01	SARS-CoV-2	N1	ZooWVU	186129.749685	186129.749685	7784.59848117942	69753.1641597545	2917.3217967275	100	0	14.97536064	yes	NA	NA	NA
G01-0306.a1	G01-0306	03/13/2023 9:00	03/14/2023 9:00	Routine Surveillance	1.19	Pass	KeyserWWTP-01	SARS-CoV-2	N1	ZooWVU	310919.90412	310919.90412	3806.56102007835	1400581.58396332	17147.1790397076	100	0	667.863388	yes	NA	NA	NA
E01-0067.a3	E01-0067	02/21/2022 7:55	02/22/2022 7:55	Routine Surveillance	2.21	Pass	PrincetonWWTP-01	Human	RNase P	ZooWVU	1084	1084	3.01111111111111	9068.4796124	25.1902211455556	100	NA	NA	Missing controls: HEX	NA	NA	NA
R01-0222.a2	R01-0222	01/18/2023 9:00	01/19/2023 9:00	Routine Surveillance	0.206	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N2	ZooWVU	12604.7099625	12604.7099625	599.938598881485	9829.08299866431	467.828795747944	100	6.0064423	1104.579544	yes	-0.284096308314333	FALSE	FALSE
O01-0067.a2	O01-0067	05/13/2022 8:00	05/14/2022 8:00	Routine Surveillance	1.95	Pass	GraftonWWTP-01	SARS-CoV-2	N2	ZooWVU	8594.20029375	8594.20029375	141.561526828364	63438.5148812302	1044.94341757915	100	0	315.3596162	yes	-0.0455469697391891	FALSE	FALSE
A01-0418.a2	A01-0418	11/22/2022 0:00	11/23/2022 0:00	Routine Surveillance	7	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	1310081.5704	1310081.5704	2710.81271809303	34714371.1418551	71830.7629983758	100	0	836.5612032	yes	-0.00553035075620364	FALSE	FALSE
A02-0755.a1	A02-0755	11/02/2022 9:00	11/04/2022 9:00	Routine Surveillance	NA	Pass	MtValley-01	SARS-CoV-2	N1	ZooWVU	113249.53572	56624.76786	NA	NA	NA	100	0	943.2774352	yes	NA	NA	NA
A01-1284.a8	A01-1284	06/28/2025 12:00 AM	06/29/2025 12:00 AM	Routine Surveillance	8	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	969	969	2.00504883297467	29344.49832	60.7194552226453	100	0	NA	yes	-0.437832618760389	FALSE	FALSE
O01-0450.a2	O01-0450	09/08/2023 7:00	09/09/2023 9:00	Routine Surveillance	0.82	Pass	GraftonWWTP-01	SARS-CoV-2	N1	ZooWVU	2825	2825	46.53269642563	8768.902265	144.439174188766	100	0	80.4452324	yes	NA	NA	NA
A01-0841.a2	A01-0841	03/25/2024 12:00 AM	03/26/2024 12:00 AM	Routine Surveillance	10.4	Pass	StarCityWWTP-01	Influenza Virus A	M	ZooWVU	2830	2830	5.85581857308393	111412.18712	230.533411521271	100	0	1.21377140283585	yes	-0.361826575470918	FALSE	FALSE
E01-0157.a1	E01-0157	08/15/2022 8:25	08/16/2022 8:25	Routine Surveillance	3.1	Pass	PrincetonWWTP-01	SARS-CoV-2	N1	ZooWVU	709618.20255	709618.20255	1971.16167375	8327207.10435587	23131.130845433	100	10.6848669	1155.438156	NTC above threshold	NA	NA	NA
E01-0450.a3	E01-0450	05/14/2024 09:00 AM	05/15/2024 09:00 AM	Routine Surveillance	3.485	Pass	PrincetonWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	91376.2244582176	91376.2244582176	253.822845717271	1205449.21128494	3348.47003134705	100	66.1766362190247	NA	NTC above threshold	NA	NA	NA
M03-0115.a1	M03-0115	07/21/2022 11:00	07/22/2022 11:00	Routine Surveillance	0.233	Pass	ManningtonWWTP-01	SARS-CoV-2	N1	ZooWVU	1717406.065575	1717406.065575	157415.771363428	1514753.06006236	138840.793772902	100	0	697.340622	yes	NA	NA	NA
A1036.a3	A1036	04/25/2021 12:00	04/25/2021 11:59	Routine Surveillance	8.393	Pass	StarCityWWTP-01	Human	RNase P	ZooWVU	2482	2482	5.13573911604039	78855.48829466	163.167290793453	100	NA	NA	Missing controls: HEX	NA	NA	NA
C01-1127.a1	C01-1127	11/25/2025 08:00 AM	11/26/2025 08:00 AM	Routine Surveillance	6.7	Pass	WheelingWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	1857	1857	3.714	47097.692679	94.195385358	100	0	NA	yes	-0.123452038061546	FALSE	FALSE
A1095.a4	A1095	07/19/2021 0:00	07/19/2021 23:55	Routine Surveillance	7.303	Pass	StarCityWWTP-01	Human	RNase P	ZooWVU	202373.75	202373.75	418.750517298461	5594591.80685971	11576.2949157004	100	NA	NA	Missing controls: HEX	NA	NA	NA
C01-0127.a2	C01-0127	03/15/2022 7:00	03/16/2022 7:00	Routine Surveillance	10.312	Pass	WheelingWWTP-01	SARS-CoV-2	N2	ZooWVU	2960.60201625	2960.60201625	5.9212040325	115567.537636569	231.135075273138	100	0	8856.176758	yes	-0.211819258892754	FALSE	FALSE
C01-0577.a2	C01-0577	01/09/2024 07:00 AM	01/10/2024 07:00 AM	Routine Surveillance	10.87	Pass	WheelingWWTP-01	Human Norovirus GI	ORF1_2	ZooWVU	603190.104961395	603190.104961395	1206.38020992279	24819708.5662622	49639.4171325245	100	NA	NA	Missing controls: all	NA	NA	NA
M04-0155.a3	M04-0155	12/20/2022 0:00	12/21/2022 0:00	Routine Surveillance	0.083	Pass	FarmingtonWWTP-01	Human	RNase P	ZooWVU	2724	2724	446.55737704918	855.85091772	140.303429134426	100	NA	NA	Missing controls: HEX	NA	NA	NA
M03-0068.a2	M03-0068	05/03/2022 11:00	05/04/2022 11:00	Routine Surveillance	0.223	Pass	ManningtonWWTP-01	SARS-CoV-2	N2	ZooWVU	476187.9123	476187.9123	43646.9213840513	401972.326177198	36844.3928668376	100	0	315.3596162	yes	0.45145034237719	FALSE	FALSE
C01-0374.a3	C01-0374	03/06/2023 7:00	03/07/2023 7:00	Routine Surveillance	10.98	Pass	WheelingWWTP-01	Human	RNase P	ZooWVU	20103.777841875	20103.777841875	40.20755568375	835589.437650924	1671.17887530185	100	NA	NA	Missing controls: HEX	NA	NA	NA
A02-0844.a1	A02-0844	12/05/2022 9:00	12/07/2022 9:00	Routine Surveillance	NA	Pass	Evansdale-01	SARS-CoV-2	N1	ZooWVU	131266.85189625	65633.425948125	NA	NA	NA	100	0	730.0078584	yes	NA	NA	NA
A01-1383.a4	A01-1383	10/19/2025 12:00 AM	10/20/2025 12:00 AM	Routine Surveillance	11.2	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	1273	1273	2.63408376096673	53970.861616	111.676174507532	100	0	NA	yes	-0.378362176675119	FALSE	FALSE
T01-0228.a1	T01-0228	09/18/2023 7:00	09/19/2023 7:00	Routine Surveillance	0.14	Pass	PointPleasantWWTP-01	SARS-CoV-2	N1	ZooWVU	410524.737375	410524.737375	7443.78490253853	217560.622454938	3944.88889310857	100	11.23341442	NA	NTC above threshold	NA	NA	NA
U01-0028.a1	U01-0028	09/10/2023 9:00	09/11/2023 9:00	Routine Surveillance	1.123	Pass	WhiteOakWWTP-01	SARS-CoV-2	N1	ZooWVU	327	327	12.4523990860625	1390.08204561	52.9353406553694	100	5.13766766	80447.46584	yes	NA	NA	NA
A01-0455.a3	A01-0455	01/04/2023 0:00	01/05/2023 0:00	Routine Surveillance	14.6	Pass	StarCityWWTP-01	Human	RNase P	ZooWVU	82809.11785125	82809.11785125	171.348116725811	4576610.35695738	9469.89396821177	100	NA	NA	Missing controls: HEX	NA	NA	NA
L01-0083.a3	L01-0083	04/11/2022 9:10	04/12/2022 9:10	Routine Surveillance	0.337	Pass	WestUnionWWTP-01	Human	RNase P	ZooWVU	8249.5354725	8249.5354725	1462.68359441489	10523.7935625862	1865.92084443019	100	NA	NA	Missing controls: HEX	NA	NA	NA
A03-0074.a3	A03-0074	11/08/2021 6:00	11/08/2021 14:00	Routine Surveillance	NA	Pass	MorgantownHS-01	Human	RNase P	ZooWVU	16486.23490375	49458.70471125	2671.99917402755	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
M04-0065.a1	M04-0065	05/20/2022 12:00	05/21/2022 12:00	Routine Surveillance	0.072	Pass	FarmingtonWWTP-01	SARS-CoV-2	N1	ZooWVU	165809.920753125	165809.920753125	27181.9542218238	45191.4143125023	7408.42857582004	100	0	235.0134134	yes	NA	NA	NA
S01-0056.a3	S01-0056	07/20/2022 6:00	07/21/2022 6:00	Routine Surveillance	0.7	Pass	FollansbeeWWTP-01	Human	RNase P	ZooWVU	185	185	2.86023500309215	490.210595	7.57901352813853	100	NA	NA	Missing controls: HEX	NA	NA	NA
Q01-0107.a1	Q01-0107	08/20/2022 8:00	08/21/2022 8:00	Routine Surveillance	0.539	Pass	MadisonWWTP-01	SARS-CoV-2	N1	ZooWVU	1275721.25508	1275721.25508	28007.0528008782	2602899.98994769	57143.797803462	100	10.8888352	467.9084776	NTC above threshold	NA	NA	NA
A01-1418.a1	A01-1418	11/26/2025 12:00 AM	11/27/2025 12:00 AM	Routine Surveillance	11.1	Pass	StarCityWWTP-01	SARS-CoV-2	SC2	ZooWVU	47021.3241130115	47021.3241130115	97.2962343010501	1975744.39466805	4088.19813496947	100	0	NA	yes	-0.0384558828516962	FALSE	FALSE
Q01-0400.a3	Q01-0400	06/25/2023 8:00	06/26/2023 8:00	Routine Surveillance	0.343	Pass	MadisonWWTP-01	Human	RNase P	ZooWVU	82039.15045125	82039.15045125	1801.07904393524	106519.274434816	2338.51315993009	100	NA	NA	Missing controls: HEX	NA	NA	NA
M03-1001.a4	M03-1001	12/07/2025 08:00 AM	12/08/2025 08:00 AM	Routine Surveillance	0.188	Pass	ManningtonWWTP-01	Influenza Virus A	M	ZooWVU	2307	2307	211.457378551787	1641.79288356	150.48514056462	100	0	NA	yes	-0.1211638643442	FALSE	FALSE
N03-0145.a1	N03-0145	08/04/2022 7:30	08/05/2022 7:30	Routine Surveillance	0.72891	Pass	SalemWWTP-01	SARS-CoV-2	N1	ZooWVU	1431067.8723	1431067.8723	77229.7826389638	3948635.67846111	213094.208227799	100	0	1203.7850952	yes	NA	NA	NA
G01-0378.a1	G01-0378	05/06/2023 8:00	05/07/2023 8:00	Routine Surveillance	1.151	Pass	KeyserWWTP-01	SARS-CoV-2	N1	ZooWVU	174718.03932	174718.03932	2139.05532957884	761247.704618892	9319.87885184735	100	0	752.9010008	yes	NA	NA	NA
K01-0124.a1	K01-0124	07/25/2022 6:26	07/26/2022 6:26	Routine Surveillance	4.785	Pass	ParkersburgWWTP-01	SARS-CoV-2	N1	ZooWVU	2067000.432075	2067000.432075	4301.76988985432	37439965.0452052	77918.7618006352	100	4.84955042	411.5738676	yes	NA	NA	NA
G01-0500.a4	G01-0500	07/21/2024 09:00 AM	07/22/2024 08:00 AM	Routine Surveillance	0.49	Pass	KeyserWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	582652.430534362	582652.430534362	7133.35492818759	1080733.38516385	13231.3098085682	100	341.209087371826	474.830894470214	NTC above threshold	NA	NA	NA
H01-0557.a1	H01-0557	04/16/2023 8:00	04/17/2023 8:00	Routine Surveillance	1.5	Pass	MoundsvilleWWTP-01	SARS-CoV-2	N1	ZooWVU	1209657.404325	1209657.404325	10080.478369375	6868573.85235885	57238.1154363237	100	4.93412078	822.1567536	yes	NA	NA	NA
A01-1525.a5	A01-1525	03/23/2026 12:00 AM	03/24/2026 12:00 AM	Routine Surveillance	11.4	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	72535.3968143462	72535.3968143462	150.089796421011	3130168.86758693	6476.92614547867	100	NA	NA	Missing controls: all	7.05037803794806	TRUE	FALSE
A01-1175.a5	A01-1175	02/16/2025 12:00 AM	02/17/2025 12:00 AM	Routine Surveillance	17.2	Pass	StarCityWWTP-01	Influenza Virus A	M	ZooWVU	58729.0173768998	58729.0173768998	121.521721107639	3823790.64630147	7912.16405872677	100	1.18361905217171	NA	yes	3.24497983226275	FALSE	FALSE
A01-1097.a1	A01-1097	11/15/2024 12:00 AM	11/16/2024 12:00 AM	Routine Surveillance	7.7	Pass	StarCityWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	12953.744251281	12953.744251281	26.8038078366186	377571.294302061	781.26819711567	100	29.6421384811401	379.9515914917	NTC above threshold	NA	NA	NA
A01-0932.a3	A01-0932	07/03/2024 12:00 AM	07/04/2024 12:00 AM	Routine Surveillance	6.3	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	2083	2083	4.31013077305082	49675.556889	102.78835641657	100	0	NA	yes	-0.388734949460743	FALSE	FALSE
P01-0190.a4	P01-0190	08/03/2025 07:00 AM	08/04/2025 07:00 AM	Routine Surveillance	0.182	Pass	StMarysWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	241036.007702351	241036.007702351	8334.57841294435	166060.460732813	5742.06295756615	100	0	NA	yes	NA	NA	NA
A02-0743.a2	A02-0743	10/29/2022 9:00	10/31/2022 9:00	Routine Surveillance	NA	Pass	MtValley-01	SARS-CoV-2	N2	ZooWVU	87225.32095875	43612.660479375	NA	NA	NA	100	4.91745562	0	yes	-0.200531405095414	FALSE	FALSE
D01-0310.a1	D01-0310	05/09/2023 7:00	05/10/2023 7:00	Routine Surveillance	1	Pass	CharlesTownWWTP-01	SARS-CoV-2	N1	ZooWVU	182924.10580875	182924.10580875	1076.02415181618	692442.7393695	4073.19258452647	100	6.27734184	748.679962	yes	NA	NA	NA
N02-0144.a3	N02-0144	08/16/2022 7:00	08/17/2022 7:00	Routine Surveillance	8.43	Pass	ClarksburgWWTP-01	Human	RNase P	ZooWVU	2597	2597	9.8007396784663	82872.8833611	312.751465624198	100	NA	NA	Missing controls: HEX	NA	NA	NA
A01-1242.a1	A01-1242	05/07/2025 12:00 AM	05/08/2025 12:00 AM	Routine Surveillance	12.7	Pass	StarCityWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	5316.32683239879	5316.32683239879	11.0005107440796	255580.85478381	528.846330871979	100	9.18823879957199	NA	yes	0.149383384124752	FALSE	FALSE
C01-0539.a1	C01-0539	11/16/2023 07:00 AM	11/17/2023 07:00 AM	Routine Surveillance	4	Pass	WheelingWWTP-01	SARS-CoV-2	N2	ZooWVU	183833.81098875	183833.81098875	367.6676219775	2783545.3858197	5567.09077163939	100	0	2177.270508	yes	-0.109508545418452	FALSE	FALSE
J01-0123.a2	J01-0123	08/30/2022 7:30	08/31/2022 7:30	Routine Surveillance	0.117	Pass	AlpineLakeWWTP-01	SARS-CoV-2	N2	ZooWVU	598493.517675	598493.517675	85499.0739535715	265068.571568828	37866.9387955469	100	0	1049.9540712	yes	0.468175908428815	FALSE	FALSE
A01-1443.a3	A01-1443	12/26/2025 12:00 AM	12/27/2025 12:00 AM	Routine Surveillance	8.7	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	260118.632912636	260118.632912636	538.235873432867	8566504.36566024	17725.7580815681	100	0.206235560278098	NA	yes	NA	NA	NA
P01-0038.a2	P01-0038	03/24/2022 12:55	03/25/2022 12:55	Routine Surveillance	0.323	Pass	StMarysWWTP-01	SARS-CoV-2	N2	ZooWVU	54	54	1.86721991701245	66.02512122	2.28302632157676	100	0	7738.365936	yes	-0.462245645515029	FALSE	FALSE
A04-0217.a1	A04-0217	11/22/2022 8:00	11/23/2022 8:00	Routine Surveillance	0.535	Pass	CheatLakeWWTP-01	SARS-CoV-2	N1	ZooWVU	4467528.0770625	4467528.0770625	223376.403853125	9047612.62013334	452380.631006667	100	0	676.886978	yes	NA	NA	NA
M04-0011.a1	M04-0011	03/20/2022 10:00	03/21/2022 10:00	Routine Surveillance	0.106	Pass	FarmingtonWWTP-01	SARS-CoV-2	N1	ZooWVU	403	403	66.0655737704918	161.70514438	26.5090400622951	100	0	5341.848374	yes	NA	NA	NA
A02-0075.a1	A02-0075	09/03/2021 9:51	09/03/2021 9:51	Routine Surveillance	NA	Pass	OaklandE-02	SARS-CoV-2	N1	ZooWVU	8283.63150125	4141.815750625	480.489066197796	NA	NA	100	0	62760.52246	yes	NA	NA	NA
N03-0119.a2	N03-0119	06/23/2022 7:30	06/24/2022 7:30	Routine Surveillance	0.34953	Pass	SalemWWTP-01	SARS-CoV-2	N2	ZooWVU	2481	2481	133.890987587696	3282.6467204613	177.153087990356	100	0	3305.126572	yes	-0.523181539899213	FALSE	FALSE
A02-0647.a1	A02-0647	09/24/2022 9:00	09/26/2022 9:00	Routine Surveillance	NA	Pass	TowersBB-01	SARS-CoV-2	N1	ZooWVU	16547.111079375	8273.5555396875	915.216320761892	NA	NA	100	6.43561482	1083.9502716	yes	NA	NA	NA
P01-0168.a1	P01-0168	12/14/2024 08:00 AM	12/15/2024 08:00 AM	Routine Surveillance	0.182	Pass	StMarysWWTP-01	Human Norovirus GII	ORF1_2	ZooWVU	1557013.24939728	1557013.24939728	53838.6324134605	1072695.90144097	37091.8361494112	100	NA	NA	Missing controls: all	NA	NA	NA
H01-0334.a1	H01-0334	09/05/2022 8:00	09/06/2022 8:00	Routine Surveillance	1.6	Pass	MoundsvilleWWTP-01	SARS-CoV-2	N1	ZooWVU	909845.6130375	909845.6130375	7582.0467753125	5510621.89127725	45921.8490939771	100	4.90899206	938.600464	yes	NA	NA	NA
A01-0952.a2	A01-0952	07/27/2024 12:00 AM	07/28/2024 12:00 AM	Routine Surveillance	6.7	Pass	StarCityWWTP-01	Human Norovirus GII	ORF1_2	ZooWVU	1525944.24962998	1525944.24962998	3157.4744446904	38701374.9673451	80080.6467624257	100	NA	NA	Missing controls: all	NA	NA	NA
