run_id	sample_id	assay_id	extract_id	plate_id	plate_cell	assay_input_ml	assay_type	accepted_droplets	target	target_category	target_genetic_locus	target_macromolecule	target_fluorophore	target_calculated_copies_per_reaction	target_copies_per_reaction	target_result	notes
A02-0467.a2	A02-0467	2	A02-0467.e1	AP70	B05	0.005	Direct Quantification	17505	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	1.344192177	2394.342315	
A02-0467.a3	A02-0467	3	A02-0467.e1	AP70	B05	0.005	Direct Quantification	17505	Human	Internal Control	RNase P	RNA	HEX	0	10.75568795	19158.56916	
A02-0468.a1	A02-0468	1	A02-0468.e1	AP70	B08	0.005	Direct Quantification	17411	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
A02-0468.a2	A02-0468	2	A02-0468.e1	AP70	B08	0.005	Direct Quantification	17411	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	1.35144949	2407.269403	
A02-0468.a3	A02-0468	3	A02-0468.e1	AP70	B08	0.005	Direct Quantification	17411	Human	Internal Control	RNase P	RNA	HEX	0	2.702976763	4814.67736	
A02-0469.a1	A02-0469	1	A02-0469.e1	AP75	B01	0.005	Direct Quantification	16673	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	1.411270797	2513.826108	
A02-0469.a2	A02-0469	2	A02-0469.e1	AP75	B01	0.005	Direct Quantification	16673	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
A02-0470.a1	A02-0470	1	A02-0470.e1	AP70	B06	0.005	Direct Quantification	15493	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	9.11403954	16234.38293	
A02-0470.a2	A02-0470	2	A02-0470.e1	AP70	B06	0.005	Direct Quantification	15493	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
A02-0470.a3	A02-0470	3	A02-0470.e1	AP70	B06	0.005	Direct Quantification	15493	Human	Internal Control	RNase P	RNA	HEX	0	18.23161006	32475.05542	
A02-0471.a1	A02-0471	1	A02-0471.e1	AP70	B07	0.005	Direct Quantification	16678	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	408.4254456	727507.8249	
A02-0471.a2	A02-0471	2	A02-0471.e1	AP70	B07	0.005	Direct Quantification	16678	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	501.9189835	894043.1893	
A02-0471.a3	A02-0471	3	A02-0471.e1	AP70	B07	0.005	Direct Quantification	16678	Human	Internal Control	RNase P	RNA	HEX	0	9.877710342	17594.67155	
A02-0472.a1	A02-0472	1	A02-0472.e1	AP73	C01	0.005	Direct Quantification	14732	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	129.7271919	231076.5606	
A02-0472.a2	A02-0472	2	A02-0472.e1	AP73	C01	0.005	Direct Quantification	14732	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	132.9394054	236798.3159	
A02-0472.a3	A02-0472	3	A02-0472.e1	AP73	C01	0.005	Direct Quantification	14732	Human	Internal Control	RNase P	RNA	HEX	0	22.3709178	39848.19733	
A02-0473.a1	A02-0473	1	A02-0473.e1	AP73	C02	0.005	Direct Quantification	14759	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	7.972558737	14201.12025	
A02-0473.a2	A02-0473	2	A02-0473.e1	AP73	C02	0.005	Direct Quantification	14759	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	12.75739074	22724.10225	
A02-0473.a3	A02-0473	3	A02-0473.e1	AP73	C02	0.005	Direct Quantification	14759	Human	Internal Control	RNase P	RNA	HEX	0	19.1386807	34090.77499	
A02-0474.a1	A02-0474	1	A02-0474.e1	AP72	C08	0.005	Direct Quantification	1837	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
A02-0474.a2	A02-0474	2	A02-0474.e1	AP72	C08	0.005	Direct Quantification	1837	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
A02-0474.a3	A02-0474	3	A02-0474.e1	AP72	C08	0.005	Direct Quantification	1837	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
A02-0475.a1	A02-0475	1	A02-0475.e1	AP73	B08	0.005	Direct Quantification	13902	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	939.2295837	1673002.696	
A02-0475.a2	A02-0475	2	A02-0475.e1	AP73	B08	0.005	Direct Quantification	13902	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	999.1951752	1779816.406	
A02-0475.a3	A02-0475	3	A02-0475.e1	AP73	B08	0.005	Direct Quantification	13902	Human	Internal Control	RNase P	RNA	HEX	0	40.65557957	72417.7511	
A02-0476.a1	A02-0476	1	A02-0476.e1	AP73	C03	0.005	Direct Quantification	15686	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
A02-0476.a2	A02-0476	2	A02-0476.e1	AP73	C03	0.005	Direct Quantification	15686	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	1.500074118	2672.007023	
A02-0476.a3	A02-0476	3	A02-0476.e1	AP73	C03	0.005	Direct Quantification	15686	Human	Internal Control	RNase P	RNA	HEX	0	30.01966476	53472.52786	
A02-0477.a1	A02-0477	1	A02-0477.e1	AP75	A01	0.005	Direct Quantification	15418	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	728.4269714	1297510.543	
A02-0477.a2	A02-0477	2	A02-0477.e1	AP75	A01	0.005	Direct Quantification	15418	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	783.5845184	1395759.923	
A02-0478.a1	A02-0478	1	A02-0478.e1	AP74	C08	0.005	Direct Quantification	14886	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	77.57912636	138187.8188	
A02-0478.a2	A02-0478	2	A02-0478.e1	AP74	C08	0.005	Direct Quantification	14886	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	90.26943207	160792.4259	
A02-0478.a3	A02-0478	3	A02-0478.e1	AP74	C08	0.005	Direct Quantification	14886	Human	Internal Control	RNase P	RNA	HEX	0	14.23006535	25347.3039	
A02-0479.a1	A02-0479	1	A02-0479.e1	AP74	C03	0.005	Direct Quantification	14493	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	14.6160543	26034.84672	
A02-0479.a2	A02-0479	2	A02-0479.e1	AP74	C03	0.005	Direct Quantification	14493	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	11.36725783	20247.92802	
A02-0479.a3	A02-0479	3	A02-0479.e1	AP74	C03	0.005	Direct Quantification	14493	Human	Internal Control	RNase P	RNA	HEX	0	17.86530018	31822.56594	
A02-0481.a1	A02-0481	1	A02-0481.e1	AP74	C07	0.005	Direct Quantification	16551	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
A02-0481.a2	A02-0481	2	A02-0481.e1	AP74	C07	0.005	Direct Quantification	16551	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
A02-0481.a3	A02-0481	3	A02-0481.e1	AP74	C07	0.005	Direct Quantification	16551	Human	Internal Control	RNase P	RNA	HEX	0	11.37579679	20263.13804	
A02-0484.a1	A02-0484	1	A02-0484.e1	AP75	B03	0.005	Direct Quantification	6613	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
A02-0484.a2	A02-0484	2	A02-0484.e1	AP75	B03	0.005	Direct Quantification	6613	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
A02-0484.a2.a1	A02-0484.a2	1	A02-0484.e1	AP77	F03	0.005	Direct Quantification	5450	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
A02-0484.a2.a2	A02-0484.a2	2	A02-0484.e1	AP77	F03	0.005	Direct Quantification	5450	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
A02-0484.a2.a3	A02-0484.a2	3	A02-0484.e1	AP77	F03	0.005	Direct Quantification	5450	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
A02-0485.a1	A02-0485	1	A02-0485.e1	AP75	B02	0.005	Direct Quantification	17124	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	151.6342068	270098.4308	
A02-0485.a2	A02-0485	2	A02-0485.e1	AP75	B02	0.005	Direct Quantification	17124	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	166.8515205	297204.271	
A02-0487.a1	A02-0487	1	A02-0487.e1	AP75	A06	0.005	Direct Quantification	18064	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	40.41399002	71987.41972	
A02-0487.a2	A02-0487	2	A02-0487.e1	AP75	A06	0.005	Direct Quantification	18064	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	52.16010094	92910.17979	
A02-0488.a1	A02-0488	1	A02-0488.e1	AP77	A04	0.005	Direct Quantification	15815	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	14.88261461	26509.65728	
A02-0488.a2	A02-0488	2	A02-0488.e1	AP77	A04	0.005	Direct Quantification	15815	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	13.393929	23857.93604	
A02-0488.a3	A02-0488	3	A02-0488.e1	AP77	A04	0.005	Direct Quantification	15815	Human	Internal Control	RNase P	RNA	HEX	0	2.975769639	5300.589669	
A02-0489.a1	A02-0489	1	A02-0489.e1	AP77	A05	0.005	Direct Quantification	15141	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	29.54491615	52626.8819	
A02-0489.a2	A02-0489	2	A02-0489.e1	AP77	A05	0.005	Direct Quantification	15141	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	27.98899412	49855.39578	
A02-0489.a3	A02-0489	3	A02-0489.e1	AP77	A05	0.005	Direct Quantification	15141	Human	Internal Control	RNase P	RNA	HEX	0	4.662520885	8305.115327	
A02-0490.a1	A02-0490	1	A02-0490.e1	AP79	A05	0.005	Direct Quantification		SARS-CoV-2	Pathogen	N1	RNA	FAM	0			
A02-0490.a2	A02-0490	2	A02-0490.e1	AP79	A05	0.005	Direct Quantification		SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0			
A02-0490.a2.a1	A02-0490.a2	1	A02-0490.e1	AP80	F07	0.005	Direct Quantification	4929	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
A02-0490.a2.a2	A02-0490.a2	2	A02-0490.e1	AP80	F07	0.005	Direct Quantification	4929	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
A02-0490.a2.a3	A02-0490.a2	3	A02-0490.e1	AP80	F07	0.005	Direct Quantification	4929	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
A02-0491.a1	A02-0491	1	A02-0491.e1	AP77	A06	0.005	Direct Quantification	16704	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	1.40865162	2509.160698	
A02-0491.a2	A02-0491	2	A02-0491.e1	AP77	A06	0.005	Direct Quantification	16704	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	2.817387581	5018.471628	
A02-0491.a3	A02-0491	3	A02-0491.e1	AP77	A06	0.005	Direct Quantification	16704	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
A02-0492.a1	A02-0492	1	A02-0492.e1	AP77	A07	0.005	Direct Quantification	16489	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	29.9856019	53411.85339	
A02-0492.a2	A02-0492	2	A02-0492.e1	AP77	A07	0.005	Direct Quantification	16489	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	25.69960356	45777.41884	
A02-0492.a3	A02-0492	3	A02-0492.e1	AP77	A07	0.005	Direct Quantification	16489	Human	Internal Control	RNase P	RNA	HEX	0	2.854125798	5083.911577	
A02-0493.a1	A02-0493	1	A02-0493.e1	AP77	E07	0.005	Direct Quantification	14311	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	26.32109642	46884.453	
A02-0493.a2	A02-0493	2	A02-0493.e1	AP77	E07	0.005	Direct Quantification	14311	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	34.55247879	61546.60285	
A02-0493.a3	A02-0493	3	A02-0493.e1	AP77	E07	0.005	Direct Quantification	14311	Human	Internal Control	RNase P	RNA	HEX	0	1.644206196	2928.742287	
A02-0494.a1	A02-0494	1	A02-0494.e1	AP77	F02	0.005	Direct Quantification	12513	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	314.2349434	559730.9929	
A02-0494.a2	A02-0494	2	A02-0494.e1	AP77	F02	0.005	Direct Quantification	12513	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	243.8302803	434322.6868	
A02-0494.a3	A02-0494	3	A02-0494.e1	AP77	F02	0.005	Direct Quantification	12513	Human	Internal Control	RNase P	RNA	HEX	0	1.880472451	3349.591554	
A02-0495.a1	A02-0495	1	A02-0495.e1	AP77	F01	0.005	Direct Quantification	12567	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	9.363449216	16678.64392	
A02-0495.a2	A02-0495	2	A02-0495.e1	AP77	F01	0.005	Direct Quantification	12567	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	13.10987353	23351.96223	
A02-0495.a3	A02-0495	3	A02-0495.e1	AP77	F01	0.005	Direct Quantification	12567	Human	Internal Control	RNase P	RNA	HEX	0	18.73062611	33363.92775	
A02-0496.a1	A02-0496	1	A02-0496.e1	AP79	A06	0.005	Direct Quantification		SARS-CoV-2	Pathogen	N1	RNA	FAM	0			
A02-0496.a2	A02-0496	2	A02-0496.e1	AP79	A06	0.005	Direct Quantification		SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0			
A02-0497.a1	A02-0497	1	A02-0497.e1	AP79	A07	0.005	Direct Quantification		SARS-CoV-2	Pathogen	N1	RNA	FAM	0			
A02-0497.a2	A02-0497	2	A02-0497.e1	AP79	A07	0.005	Direct Quantification		SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0			
A02-0498.a1	A02-0498	1	A02-0498.e1	AP79	A08	0.005	Direct Quantification		SARS-CoV-2	Pathogen	N1	RNA	FAM	0			
A02-0498.a2	A02-0498	2	A02-0498.e1	AP79	A08	0.005	Direct Quantification		SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0			
A02-0499.a1	A02-0499	1	A02-0499.e1	AP79	B01	0.005	Direct Quantification		SARS-CoV-2	Pathogen	N1	RNA	FAM	0			
A02-0499.a2	A02-0499	2	A02-0499.e1	AP79	B01	0.005	Direct Quantification		SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0			
A02-0500.a1	A02-0500	1	A02-0500.e1	AP79	B02	0.005	Direct Quantification		SARS-CoV-2	Pathogen	N1	RNA	FAM	0			
A02-0500.a2	A02-0500	2	A02-0500.e1	AP79	B02	0.005	Direct Quantification		SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0			
A02-0501.a1	A02-0501	1	A02-0501.e1	AP79	B03	0.005	Direct Quantification		SARS-CoV-2	Pathogen	N1	RNA	FAM	0			
A02-0501.a2	A02-0501	2	A02-0501.e1	AP79	B03	0.005	Direct Quantification		SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0			
A02-0501.a2.a1	A02-0501.a2	1	A02-0501.e1	AP80	F08	0.005	Direct Quantification	11772	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	180.5796432	321657.4895	
A02-0501.a2.a2	A02-0501.a2	2	A02-0501.e1	AP80	F08	0.005	Direct Quantification	11772	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	144.3526745	257128.2014	
A02-0501.a2.a3	A02-0501.a2	3	A02-0501.e1	AP80	F08	0.005	Direct Quantification	11772	Human	Internal Control	RNase P	RNA	HEX	0	42.01146126	74832.91537	
A02-0501.a3.a1	A02-0501.a3	1	A02-0501.e1	AP81	A04	0.005	Direct Quantification	14487	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
A02-0501.a3.a2	A02-0501.a3	2	A02-0501.e1	AP81	A04	0.005	Direct Quantification	14487	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
A02-0501.a3.a3	A02-0501.a3	3	A02-0501.e1	AP81	A04	0.005	Direct Quantification	14487	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
A02-0505.a1	A02-0505	1	A02-0505.e1	AP84	A04	0.005	Direct Quantification	16605	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	1.417050213	2524.120691	
A02-0505.a2	A02-0505	2	A02-0505.e1	AP84	A04	0.005	Direct Quantification	16605	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	1.417050213	2524.120691	
A02-0505.a3	A02-0505	3	A02-0505.e1	AP84	A04	0.005	Direct Quantification	16605	Human	Internal Control	RNase P	RNA	HEX	0	1.417050213	2524.120691	
A02-0511.a1	A02-0511	1	A02-0511.e1	AP85	F06	0.005	Direct Quantification	19031	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
A02-0511.a2	A02-0511	2	A02-0511.e1	AP85	F06	0.005	Direct Quantification	19031	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
A02-0511.a3	A02-0511	3	A02-0511.e1	AP85	F06	0.005	Direct Quantification	19031	Human	Internal Control	RNase P	RNA	HEX	0	2.472875565	4404.809601	
A02-0516.a1	A02-0516	1	A02-0516.e1	AP85	G06	0.005	Direct Quantification	10457	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	96.95425034	172699.7584	
A02-0516.a2	A02-0516	2	A02-0516.e1	AP85	G06	0.005	Direct Quantification	10457	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	56.32012844	100320.2288	
A02-0516.a2.a1	A02-0516.a2	1	A02-0516.e1	AP87	A05	0.005	Direct Quantification	7418	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	159.1336536	283456.8205	
A02-0516.a2.a2	A02-0516.a2	2	A02-0516.e1	AP87	A05	0.005	Direct Quantification	7418	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	143.1717682	255024.7121	
A02-0516.a2.a3	A02-0516.a2	3	A02-0516.e1	AP87	A05	0.005	Direct Quantification	7418	Human	Internal Control	RNase P	RNA	HEX	0	12.69116163	22606.13166	
A02-0516.a3	A02-0516	3	A02-0516.e1	AP85	G06	0.005	Direct Quantification	10457	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
A02-0521.a1	A02-0521	1	A02-0521.e1	AP85	G03	0.005	Direct Quantification	20169	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	1.166641563	2078.080284	
A02-0521.a2	A02-0521	2	A02-0521.e1	AP85	G03	0.005	Direct Quantification	20169	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	3.500098586	6234.550606	
A02-0521.a3	A02-0521	3	A02-0521.e1	AP85	G03	0.005	Direct Quantification	20169	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
A02-0525.a1	A02-0525	1	A02-0525.e1	AP85	H06	0.005	Direct Quantification	16987	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	894.9877167	1594196.87	
A02-0525.a2	A02-0525	2	A02-0525.e1	AP85	H06	0.005	Direct Quantification	16987	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	851.8619537	1517379.105	
A02-0525.a3	A02-0525	3	A02-0525.e1	AP85	H06	0.005	Direct Quantification	16987	Human	Internal Control	RNase P	RNA	HEX	0	12.46958375	22211.44605	
A02-0526.a1	A02-0526	1	A02-0526.e1	AP85	H03	0.005	Direct Quantification	20429	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
A02-0526.a2	A02-0526	2	A02-0526.e1	AP85	H03	0.005	Direct Quantification	20429	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
A02-0526.a3	A02-0526	3	A02-0526.e1	AP85	H03	0.005	Direct Quantification	20429	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
A02-0529.a1	A02-0529	1	A02-0529.e1	AP82	H06	0.005	Direct Quantification	14571	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	4036.471863	7189965.506	
A02-0529.a2	A02-0529	2	A02-0529.e1	AP82	H06	0.005	Direct Quantification	14571	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	4196.124268	7474346.352	
A02-0529.a3	A02-0529	3	A02-0529.e1	AP82	H06	0.005	Direct Quantification	14571	Human	Internal Control	RNase P	RNA	HEX	0	11.30639315	20139.51279	
A02-0530.a1	A02-0530	1	A02-0530.e1	AP80	F03	0.005	Direct Quantification	12205	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	27.00539351	48103.35718	
A02-0530.a2	A02-0530	2	A02-0530.e1	AP80	F03	0.005	Direct Quantification	12205	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	27.00539351	48103.35718	
A02-0530.a3	A02-0530	3	A02-0530.e1	AP80	F03	0.005	Direct Quantification	12205	Human	Internal Control	RNase P	RNA	HEX	0	7.7126652	13738.18489	
A02-0531.a1	A02-0531	1	A02-0531.e1	AP83	G05	0.005	Direct Quantification	19499	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	1.206729263	2149.4865	
A02-0531.a2	A02-0531	2	A02-0531.e1	AP83	G05	0.005	Direct Quantification	19499	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	1.206729263	2149.4865	
A02-0531.a3	A02-0531	3	A02-0531.e1	AP83	G05	0.005	Direct Quantification	19499	Human	Internal Control	RNase P	RNA	HEX	0	2.413520515	4299.083417	
A02-0532.a1	A02-0532	1	A02-0532.e1	AP83	H05	0.005	Direct Quantification	18039	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	11.74219966	20915.79314	
A02-0532.a2	A02-0532	2	A02-0532.e1	AP83	H05	0.005	Direct Quantification	18039	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	14.35237408	25565.16632	
A02-0532.a3	A02-0532	3	A02-0532.e1	AP83	H05	0.005	Direct Quantification	18039	Human	Internal Control	RNase P	RNA	HEX	0	2.60887146	4647.052288	
A02-0536.a1	A02-0536	1	A02-0536.e1	AP80	F04	0.005	Direct Quantification	12325	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	1.909157485	3400.68677	
A02-0536.a2	A02-0536	2	A02-0536.e1	AP80	F04	0.005	Direct Quantification	12325	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
A02-0536.a3	A02-0536	3	A02-0536.e1	AP80	F04	0.005	Direct Quantification	12325	Human	Internal Control	RNase P	RNA	HEX	0	80.3182888	143066.9519	
A02-0537.a1	A02-0537	1	A02-0537.e1	AP80	F05	0.005	Direct Quantification	13087	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
A02-0537.a2	A02-0537	2	A02-0537.e1	AP80	F05	0.005	Direct Quantification	13087	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
A02-0537.a3	A02-0537	3	A02-0537.e1	AP80	F05	0.005	Direct Quantification	13087	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
A02-0538.a1	A02-0538	1	A02-0538.e1	AP84	B04	0.005	Direct Quantification	18690	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
A02-0538.a2	A02-0538	2	A02-0538.e1	AP84	B04	0.005	Direct Quantification	18690	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
A02-0538.a3	A02-0538	3	A02-0538.e1	AP84	B04	0.005	Direct Quantification	18690	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
A02-0539.a1	A02-0539	1	A02-0539.e1	AP81	E01	0.005	Direct Quantification	18636	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	18.94630194	33748.10033	
A02-0539.a2	A02-0539	2	A02-0539.e1	AP81	E01	0.005	Direct Quantification	18636	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	16.41924739	29246.78441	
A02-0539.a3	A02-0539	3	A02-0539.e1	AP81	E01	0.005	Direct Quantification	18636	Human	Internal Control	RNase P	RNA	HEX	0	2.525292337	4498.176975	
A02-0540.a1	A02-0540	1	A02-0540.e1	AP81	F01	0.005	Direct Quantification	17754	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	9.278943539	16528.11818	
A02-0540.a2	A02-0540	2	A02-0540.e1	AP81	F01	0.005	Direct Quantification	17754	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	10.60480595	18889.81059	
A02-0540.a3	A02-0540	3	A02-0540.e1	AP81	F01	0.005	Direct Quantification	17754	Human	Internal Control	RNase P	RNA	HEX	0	33.15589905	59058.94518	
A02-0541.a1	A02-0541	1	A02-0541.e1	AP81	G01	0.005	Direct Quantification	17609	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	1843.527832	3283783.951	
A02-0541.a2	A02-0541	2	A02-0541.e1	AP81	G01	0.005	Direct Quantification	17609	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	1754.100647	3124491.777	
A02-0541.a3	A02-0541	3	A02-0541.e1	AP81	G01	0.005	Direct Quantification	17609	Human	Internal Control	RNase P	RNA	HEX	0	22.72662878	40481.80752	
A02-0544.a1	A02-0544	1	A02-0544.e1	AP84	C04	0.005	Direct Quantification	16389	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	2.871541679	5114.933616	
A02-0544.a2	A02-0544	2	A02-0544.e1	AP84	C04	0.005	Direct Quantification	16389	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	2.871541679	5114.933616	
A02-0544.a3	A02-0544	3	A02-0544.e1	AP84	C04	0.005	Direct Quantification	16389	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
A02-0546.a1	A02-0546	1	A02-0546.e1	AP81	H01	0.005	Direct Quantification	17345	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
A02-0546.a2	A02-0546	2	A02-0546.e1	AP81	H01	0.005	Direct Quantification	17345	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	2.713262439	4832.998719	
A02-0546.a3	A02-0546	3	A02-0546.e1	AP81	H01	0.005	Direct Quantification	17345	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
A02-0550.a1	A02-0550	1	A02-0550.e1	AP80	F06	0.005	Direct Quantification	6292	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	3.739872873	6661.648555	
A02-0550.a2	A02-0550	2	A02-0550.e1	AP80	F06	0.005	Direct Quantification	6292	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
A02-0550.a3	A02-0550	3	A02-0550.e1	AP80	F06	0.005	Direct Quantification	6292	Human	Internal Control	RNase P	RNA	HEX	0	3.739872873	6661.648555	
A02-0551.a1	A02-0551	1	A02-0551.e1	AP84	D03	0.005	Direct Quantification	17889	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	1.31533727	2342.944513	
A02-0551.a2	A02-0551	2	A02-0551.e1	AP84	D03	0.005	Direct Quantification	17889	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	2.630748153	4686.020147	
A02-0551.a3	A02-0551	3	A02-0551.e1	AP84	D03	0.005	Direct Quantification	17889	Human	Internal Control	RNase P	RNA	HEX	0	1.31533727	2342.944513	
A0205.a1	A0205	1	A0205.e1	MA4		0.005	Direct Quantification	17242	SARS-CoV-2	Pathogen	N1	RNA	FAM	0		29484	
A0205.a2	A0205	2	A0205.e1	MA4		0.005	Direct Quantification	17242	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0		29484	
A0205.a3	A0205	3	A0205.e1	MA4		0.005	Direct Quantification	17242	Human	Internal Control	RNase P	RNA	HEX	0		4896	
A0206.a1	A0206	1	A0206.e1	MA4		0.005	Direct Quantification	15486	SARS-CoV-2	Pathogen	N1	RNA	FAM	0		51072	
A0206.a2	A0206	2	A0206.e1	MA4		0.005	Direct Quantification	15486	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0		62016	
